#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43651106,BDV27DRAFT_127022,BDV27DRAFT_127022,-,-,Unknown,-,domain found in IF2B/IF5-domain-containing protein,protein-coding,-,-,-,domain found in IF2B/IF5-domain-containing protein,20210306,-
61420,43651107,BDV27DRAFT_127028,BDV27DRAFT_127028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651108,BDV27DRAFT_127031,BDV27DRAFT_127031,-,-,Unknown,-,putative dipeptidyl-peptidase 5,protein-coding,-,-,-,putative dipeptidyl-peptidase 5,20201217,-
61420,43651109,BDV27DRAFT_127035,BDV27DRAFT_127035,-,-,Unknown,-,MCM2/3/5 family-domain-containing protein,protein-coding,-,-,-,MCM2/3/5 family-domain-containing protein,20210306,-
61420,43651110,BDV27DRAFT_127037,BDV27DRAFT_127037,-,-,Unknown,-,band 7 family-domain-containing protein,protein-coding,-,-,-,band 7 family-domain-containing protein,20201217,-
61420,43651111,BDV27DRAFT_127038,BDV27DRAFT_127038,-,-,Unknown,-,hinge domain of cleavage stimulation factor subunit 2-domain-containing protein,protein-coding,-,-,-,hinge domain of cleavage stimulation factor subunit 2-domain-containing protein,20210306,-
61420,43651112,BDV27DRAFT_127039,BDV27DRAFT_127039,-,-,Unknown,-,L-Aspartase-like protein,protein-coding,-,-,-,L-Aspartase-like protein,20210306,-
61420,43651113,BDV27DRAFT_127046,BDV27DRAFT_127046,-,-,Unknown,-,adenine deaminase,protein-coding,-,-,-,adenine deaminase,20201217,-
61420,43651114,BDV27DRAFT_127051,BDV27DRAFT_127051,-,-,Unknown,-,"M protein, serotype 2.1 precursor",protein-coding,-,-,-,"M protein, serotype 2.1 precursor",20210306,-
61420,43651115,BDV27DRAFT_127053,BDV27DRAFT_127053,-,-,Unknown,-,50S ribosomal protein L30e-like protein,protein-coding,-,-,-,50S ribosomal protein L30e-like protein,20200919,-
61420,43651116,BDV27DRAFT_127055,BDV27DRAFT_127055,-,-,Unknown,-,ribosomal protein L10e/L16,protein-coding,-,-,-,ribosomal protein L10e/L16,20201201,-
61420,43651117,BDV27DRAFT_127057,BDV27DRAFT_127057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651118,BDV27DRAFT_127058,BDV27DRAFT_127058,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43651119,BDV27DRAFT_127059,BDV27DRAFT_127059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651120,BDV27DRAFT_127063,BDV27DRAFT_127063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651121,BDV27DRAFT_127064,BDV27DRAFT_127064,-,-,Unknown,-,chaperonin Cpn60/TCP-1 family,protein-coding,-,-,-,chaperonin Cpn60/TCP-1 family,20201217,-
61420,43651122,BDV27DRAFT_127067,BDV27DRAFT_127067,-,-,Unknown,-,mitochondrial ATP synthase epsilon chain-domain-containing protein,protein-coding,-,-,-,mitochondrial ATP synthase epsilon chain-domain-containing protein,20210306,-
61420,43651123,BDV27DRAFT_127073,BDV27DRAFT_127073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651124,BDV27DRAFT_127074,BDV27DRAFT_127074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651125,BDV27DRAFT_127076,BDV27DRAFT_127076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651126,BDV27DRAFT_127079,BDV27DRAFT_127079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651127,BDV27DRAFT_127081,BDV27DRAFT_127081,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43651128,BDV27DRAFT_127082,BDV27DRAFT_127082,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651129,BDV27DRAFT_127083,BDV27DRAFT_127083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651130,BDV27DRAFT_127086,BDV27DRAFT_127086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651131,BDV27DRAFT_127095,BDV27DRAFT_127095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651132,BDV27DRAFT_127096,BDV27DRAFT_127096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651133,BDV27DRAFT_127104,BDV27DRAFT_127104,-,-,Unknown,-,Redoxin,protein-coding,-,-,-,Redoxin,20201217,-
61420,43651134,BDV27DRAFT_127105,BDV27DRAFT_127105,-,-,Unknown,-,bola protein,protein-coding,-,-,-,bola protein,20210306,-
61420,43651135,BDV27DRAFT_127117,BDV27DRAFT_127117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651136,BDV27DRAFT_127119,BDV27DRAFT_127119,-,-,Unknown,-,heat shock protein 9/12-domain-containing protein,protein-coding,-,-,-,heat shock protein 9/12-domain-containing protein,20210306,-
61420,43651137,BDV27DRAFT_12712,BDV27DRAFT_12712,-,-,Unknown,-,mitochondrial ribosomal protein subunit L20-domain-containing protein,protein-coding,-,-,-,mitochondrial ribosomal protein subunit L20-domain-containing protein,20210306,-
61420,43651138,BDV27DRAFT_127124,BDV27DRAFT_127124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651139,BDV27DRAFT_127126,BDV27DRAFT_127126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651140,BDV27DRAFT_127129,BDV27DRAFT_127129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651141,BDV27DRAFT_127147,BDV27DRAFT_127147,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20201217,-
61420,43651142,BDV27DRAFT_127150,BDV27DRAFT_127150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651143,BDV27DRAFT_127152,BDV27DRAFT_127152,-,-,Unknown,-,ornithine decarboxylase antizyme-domain-containing protein,protein-coding,-,-,-,ornithine decarboxylase antizyme-domain-containing protein,20210306,-
61420,43651144,BDV27DRAFT_127161,BDV27DRAFT_127161,-,-,Unknown,-,protein disulfide-isomerase,protein-coding,-,-,-,protein disulfide-isomerase,20201217,-
61420,43651145,BDV27DRAFT_127164,BDV27DRAFT_127164,-,-,Unknown,-,uracil-DNA glycosylase-like protein,protein-coding,-,-,-,uracil-DNA glycosylase-like protein,20210306,-
61420,43651146,BDV27DRAFT_127166,BDV27DRAFT_127166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651147,BDV27DRAFT_127170,BDV27DRAFT_127170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651148,BDV27DRAFT_127177,BDV27DRAFT_127177,-,-,Unknown,-,actin family,protein-coding,-,-,-,actin family,20210306,-
61420,43651149,BDV27DRAFT_127179,BDV27DRAFT_127179,-,-,Unknown,-,hepatocellular carcinoma-associated antigen 59-domain-containing protein,protein-coding,-,-,-,hepatocellular carcinoma-associated antigen 59-domain-containing protein,20210306,-
61420,43651150,BDV27DRAFT_127183,BDV27DRAFT_127183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651151,BDV27DRAFT_127199,BDV27DRAFT_127199,-,-,Unknown,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20210306,-
61420,43651152,BDV27DRAFT_12720,BDV27DRAFT_12720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651153,BDV27DRAFT_127200,BDV27DRAFT_127200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651154,BDV27DRAFT_127202,BDV27DRAFT_127202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651155,BDV27DRAFT_127203,BDV27DRAFT_127203,-,-,Unknown,-,NAD-specific glutamate dehydrogenase,protein-coding,-,-,-,NAD-specific glutamate dehydrogenase,20210306,-
61420,43651156,BDV27DRAFT_127207,BDV27DRAFT_127207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651157,BDV27DRAFT_127208,BDV27DRAFT_127208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651158,BDV27DRAFT_127211,BDV27DRAFT_127211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
61420,43651159,BDV27DRAFT_127213,BDV27DRAFT_127213,-,-,Unknown,-,50S ribosomal protein L30e-like protein,protein-coding,-,-,-,50S ribosomal protein L30e-like protein,20210129,-
61420,43651160,BDV27DRAFT_127217,BDV27DRAFT_127217,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20201217,-
61420,43651161,BDV27DRAFT_127219,BDV27DRAFT_127219,-,-,Unknown,-,hexokinase-domain-containing protein,protein-coding,-,-,-,hexokinase-domain-containing protein,20201217,-
61420,43651162,BDV27DRAFT_127221,BDV27DRAFT_127221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651163,BDV27DRAFT_127228,BDV27DRAFT_127228,-,-,Unknown,-,ammonium transporter AmtB-like domain-containing protein,protein-coding,-,-,-,ammonium transporter AmtB-like domain-containing protein,20201217,-
61420,43651164,BDV27DRAFT_127232,BDV27DRAFT_127232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651165,BDV27DRAFT_127233,BDV27DRAFT_127233,-,-,Unknown,-,Rec8 like protein-domain-containing protein,protein-coding,-,-,-,Rec8 like protein-domain-containing protein,20210306,-
61420,43651166,BDV27DRAFT_127239,BDV27DRAFT_127239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651167,BDV27DRAFT_127240,BDV27DRAFT_127240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651168,BDV27DRAFT_127241,BDV27DRAFT_127241,-,-,Unknown,-,Rhodanese-like domain-containing protein,protein-coding,-,-,-,Rhodanese-like domain-containing protein,20210306,-
61420,43651169,BDV27DRAFT_127248,BDV27DRAFT_127248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651170,BDV27DRAFT_127260,BDV27DRAFT_127260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651171,BDV27DRAFT_127262,BDV27DRAFT_127262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651172,BDV27DRAFT_127264,BDV27DRAFT_127264,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20201217,-
61420,43651173,BDV27DRAFT_127265,BDV27DRAFT_127265,-,-,Unknown,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20210306,-
61420,43651174,BDV27DRAFT_127267,BDV27DRAFT_127267,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
61420,43651175,BDV27DRAFT_127272,BDV27DRAFT_127272,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20201217,-
61420,43651176,BDV27DRAFT_127275,BDV27DRAFT_127275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651177,BDV27DRAFT_127276,BDV27DRAFT_127276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651178,BDV27DRAFT_127277,BDV27DRAFT_127277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651179,BDV27DRAFT_127286,BDV27DRAFT_127286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651180,BDV27DRAFT_127294,BDV27DRAFT_127294,-,-,Unknown,-,mitochondrial genome maintenance MGM101-domain-containing protein,protein-coding,-,-,-,mitochondrial genome maintenance MGM101-domain-containing protein,20210306,-
61420,43651181,BDV27DRAFT_127305,BDV27DRAFT_127305,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
61420,43651182,BDV27DRAFT_127311,BDV27DRAFT_127311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651183,BDV27DRAFT_127320,BDV27DRAFT_127320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651184,BDV27DRAFT_127323,BDV27DRAFT_127323,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
61420,43651185,BDV27DRAFT_127328,BDV27DRAFT_127328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651186,BDV27DRAFT_127332,BDV27DRAFT_127332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651187,BDV27DRAFT_127337,BDV27DRAFT_127337,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20201217,-
61420,43651188,BDV27DRAFT_127345,BDV27DRAFT_127345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651189,BDV27DRAFT_127346,BDV27DRAFT_127346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651190,BDV27DRAFT_127352,BDV27DRAFT_127352,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20201217,-
61420,43651191,BDV27DRAFT_127359,BDV27DRAFT_127359,-,-,Unknown,-,Fibrillarin-domain-containing protein,protein-coding,-,-,-,Fibrillarin-domain-containing protein,20201217,-
61420,43651192,BDV27DRAFT_127361,BDV27DRAFT_127361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651193,BDV27DRAFT_127368,BDV27DRAFT_127368,-,-,Unknown,-,ClpP/crotonase-like domain-containing protein,protein-coding,-,-,-,ClpP/crotonase-like domain-containing protein,20210306,-
61420,43651194,BDV27DRAFT_127374,BDV27DRAFT_127374,-,-,Unknown,-,ubiquitin-conjugating enzyme/RWD-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme/RWD-like protein,20210306,-
61420,43651195,BDV27DRAFT_127376,BDV27DRAFT_127376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651196,BDV27DRAFT_127379,BDV27DRAFT_127379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651197,BDV27DRAFT_127390,BDV27DRAFT_127390,-,-,Unknown,-,"Tubulin/FtsZ, GTPase domain-containing protein",protein-coding,-,-,-,"Tubulin/FtsZ, GTPase domain-containing protein",20201217,-
61420,43651198,BDV27DRAFT_127391,BDV27DRAFT_127391,-,-,Unknown,-,mitochondrial thiamine pyrophosphate carrier 1,protein-coding,-,-,-,mitochondrial thiamine pyrophosphate carrier 1,20201217,-
61420,43651199,BDV27DRAFT_127393,BDV27DRAFT_127393,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651200,BDV27DRAFT_127395,BDV27DRAFT_127395,-,-,Unknown,-,Rdx family-domain-containing protein,protein-coding,-,-,-,Rdx family-domain-containing protein,20210306,-
61420,43651201,BDV27DRAFT_127412,BDV27DRAFT_127412,-,-,Unknown,-,GNAT acetyltransferase 2-domain-containing protein,protein-coding,-,-,-,GNAT acetyltransferase 2-domain-containing protein,20201217,-
61420,43651202,BDV27DRAFT_127413,BDV27DRAFT_127413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651203,BDV27DRAFT_127417,BDV27DRAFT_127417,-,-,Unknown,-,"ATPase, F1 complex, gamma subunit domain-containing protein",protein-coding,-,-,-,"ATPase, F1 complex, gamma subunit domain-containing protein",20210306,-
61420,43651204,BDV27DRAFT_127418,BDV27DRAFT_127418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651205,BDV27DRAFT_127424,BDV27DRAFT_127424,-,-,Unknown,-,calpain-like protease palB/RIM13,protein-coding,-,-,-,calpain-like protease palB/RIM13,20201217,-
61420,43651206,BDV27DRAFT_127425,BDV27DRAFT_127425,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
61420,43651207,BDV27DRAFT_127426,BDV27DRAFT_127426,-,-,Unknown,-,putative endonuclease lcl3,protein-coding,-,-,-,putative endonuclease lcl3,20210306,-
61420,43651208,BDV27DRAFT_127428,BDV27DRAFT_127428,-,-,Unknown,-,adenylate kinase-domain-containing protein,protein-coding,-,-,-,adenylate kinase-domain-containing protein,20201201,-
61420,43651209,BDV27DRAFT_127430,BDV27DRAFT_127430,-,-,Unknown,-,"eukaryotic and archaeal DNA primase, large subunit-domain-containing protein",protein-coding,-,-,-,"eukaryotic and archaeal DNA primase, large subunit-domain-containing protein",20201217,-
61420,43651210,BDV27DRAFT_127442,BDV27DRAFT_127442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651211,BDV27DRAFT_127445,BDV27DRAFT_127445,-,-,Unknown,-,ribosomal L29e protein family-domain-containing protein,protein-coding,-,-,-,ribosomal L29e protein family-domain-containing protein,20210306,-
61420,43651212,BDV27DRAFT_127446,BDV27DRAFT_127446,-,-,Unknown,-,ATP synthase,protein-coding,-,-,-,ATP synthase,20200905,-
61420,43651213,BDV27DRAFT_127448,BDV27DRAFT_127448,-,-,Unknown,-,PQ loop repeat-domain-containing protein,protein-coding,-,-,-,PQ loop repeat-domain-containing protein,20201217,-
61420,43651214,BDV27DRAFT_127452,BDV27DRAFT_127452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651215,BDV27DRAFT_127456,BDV27DRAFT_127456,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
61420,43651216,BDV27DRAFT_127459,BDV27DRAFT_127459,-,-,Unknown,-,dUTPase-like protein,protein-coding,-,-,-,dUTPase-like protein,20210306,-
61420,43651217,BDV27DRAFT_127460,BDV27DRAFT_127460,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20201217,-
61420,43651218,BDV27DRAFT_127471,BDV27DRAFT_127471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651219,BDV27DRAFT_127472,BDV27DRAFT_127472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651220,BDV27DRAFT_127474,BDV27DRAFT_127474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651221,BDV27DRAFT_127479,BDV27DRAFT_127479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43651222,BDV27DRAFT_127483,BDV27DRAFT_127483,-,-,Unknown,-,endo-chitosanase C,protein-coding,-,-,-,endo-chitosanase C,20210306,-
61420,43651223,BDV27DRAFT_127485,BDV27DRAFT_127485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651224,BDV27DRAFT_127486,BDV27DRAFT_127486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43651225,BDV27DRAFT_127488,BDV27DRAFT_127488,-,-,Unknown,-,phosphatidylserine decarboxylase-domain-containing protein,protein-coding,-,-,-,phosphatidylserine decarboxylase-domain-containing protein,20210306,-
61420,43651226,BDV27DRAFT_127494,BDV27DRAFT_127494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651227,BDV27DRAFT_127504,BDV27DRAFT_127504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651228,BDV27DRAFT_127509,BDV27DRAFT_127509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651229,BDV27DRAFT_127515,BDV27DRAFT_127515,-,-,Unknown,-,cupin-like domain-containing protein,protein-coding,-,-,-,cupin-like domain-containing protein,20210306,-
61420,43651230,BDV27DRAFT_127516,BDV27DRAFT_127516,-,-,Unknown,-,alkaline-phosphatase-like protein,protein-coding,-,-,-,alkaline-phosphatase-like protein,20201217,-
61420,43651231,BDV27DRAFT_127518,BDV27DRAFT_127518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651232,BDV27DRAFT_127519,BDV27DRAFT_127519,-,-,Unknown,-,tubby C-terminal-like domain-containing protein,protein-coding,-,-,-,tubby C-terminal-like domain-containing protein,20210306,-
61420,43651233,BDV27DRAFT_127525,BDV27DRAFT_127525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651234,BDV27DRAFT_127529,BDV27DRAFT_127529,-,-,Unknown,-,nucleoporin complex subunit 54-domain-containing protein,protein-coding,-,-,-,nucleoporin complex subunit 54-domain-containing protein,20210306,-
61420,43651235,BDV27DRAFT_127531,BDV27DRAFT_127531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651236,BDV27DRAFT_127532,BDV27DRAFT_127532,-,-,Unknown,-,acyl CoA binding protein-domain-containing protein,protein-coding,-,-,-,acyl CoA binding protein-domain-containing protein,20210306,-
61420,43651237,BDV27DRAFT_127533,BDV27DRAFT_127533,-,-,Unknown,-,amino acid/polyamine transporter I,protein-coding,-,-,-,amino acid/polyamine transporter I,20201217,-
61420,43651238,BDV27DRAFT_127534,BDV27DRAFT_127534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651239,BDV27DRAFT_127542,BDV27DRAFT_127542,-,-,Unknown,-,Choline/Carnitine o-acyltransferase-domain-containing protein,protein-coding,-,-,-,Choline/Carnitine o-acyltransferase-domain-containing protein,20210306,-
61420,43651240,BDV27DRAFT_127546,BDV27DRAFT_127546,-,-,Unknown,-,CAP domain-containing protein,protein-coding,-,-,-,CAP domain-containing protein,20201217,-
61420,43651241,BDV27DRAFT_127551,BDV27DRAFT_127551,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20201217,-
61420,43651242,BDV27DRAFT_127553,BDV27DRAFT_127553,-,-,Unknown,-,Aegerolysin family protein,protein-coding,-,-,-,Aegerolysin family protein,20210306,-
61420,43651243,BDV27DRAFT_12757,BDV27DRAFT_12757,-,-,Unknown,-,nuclear envelope pore membrane protein,protein-coding,-,-,-,nuclear envelope pore membrane protein,20200526,-
61420,43651244,BDV27DRAFT_127575,BDV27DRAFT_127575,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651245,BDV27DRAFT_127576,BDV27DRAFT_127576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651246,BDV27DRAFT_127577,BDV27DRAFT_127577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651247,BDV27DRAFT_127579,BDV27DRAFT_127579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651248,BDV27DRAFT_127581,BDV27DRAFT_127581,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210306,-
61420,43651249,BDV27DRAFT_127584,BDV27DRAFT_127584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651250,BDV27DRAFT_127586,BDV27DRAFT_127586,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651251,BDV27DRAFT_127588,BDV27DRAFT_127588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651252,BDV27DRAFT_127589,BDV27DRAFT_127589,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651253,BDV27DRAFT_127604,BDV27DRAFT_127604,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20201217,-
61420,43651254,BDV27DRAFT_127608,BDV27DRAFT_127608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651255,BDV27DRAFT_127627,BDV27DRAFT_127627,-,-,Unknown,-,metal binding domain of Ada-domain-containing protein,protein-coding,-,-,-,metal binding domain of Ada-domain-containing protein,20201217,-
61420,43651256,BDV27DRAFT_127628,BDV27DRAFT_127628,-,-,Unknown,-,translation protein SH3-like domain-containing protein,protein-coding,-,-,-,translation protein SH3-like domain-containing protein,20210306,-
61420,43651257,BDV27DRAFT_127632,BDV27DRAFT_127632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651258,BDV27DRAFT_127633,BDV27DRAFT_127633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651259,BDV27DRAFT_127634,BDV27DRAFT_127634,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20210306,-
61420,43651260,BDV27DRAFT_127641,BDV27DRAFT_127641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651261,BDV27DRAFT_127645,BDV27DRAFT_127645,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase-domain-containing protein,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase-domain-containing protein,20201217,-
61420,43651262,BDV27DRAFT_127647,BDV27DRAFT_127647,-,-,Unknown,-,Pep3/Vps18/deep orange family-domain-containing protein,protein-coding,-,-,-,Pep3/Vps18/deep orange family-domain-containing protein,20210306,-
