#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1450535,37107590,BO94DRAFT_100549,BO94DRAFT_100549,-,-,Unknown,-,ARF/SAR superfamily,protein-coding,-,-,-,ARF/SAR superfamily,20180721,-
1450535,37111665,BO94DRAFT_504763,BO94DRAFT_504763,-,-,Unknown,-,Sybindin-like protein,protein-coding,-,-,-,Sybindin-like protein,20181013,-
1450535,37111666,BO94DRAFT_504793,BO94DRAFT_504793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111667,BO94DRAFT_504897,BO94DRAFT_504897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111668,BO94DRAFT_504914,BO94DRAFT_504914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111669,BO94DRAFT_504973,BO94DRAFT_504973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111670,BO94DRAFT_505015,BO94DRAFT_505015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111671,BO94DRAFT_505181,BO94DRAFT_505181,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37111672,BO94DRAFT_505188,BO94DRAFT_505188,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20181013,-
1450535,37111673,BO94DRAFT_505189,BO94DRAFT_505189,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20181013,-
1450535,37111674,BO94DRAFT_505196,BO94DRAFT_505196,-,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20181013,-
1450535,37111675,BO94DRAFT_505202,BO94DRAFT_505202,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20181013,-
1450535,37111676,BO94DRAFT_505239,BO94DRAFT_505239,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37111677,BO94DRAFT_505256,BO94DRAFT_505256,-,-,Unknown,-,fatty-acyl coenzyme A oxidase,protein-coding,-,-,-,fatty-acyl coenzyme A oxidase,20181013,-
1450535,37111678,BO94DRAFT_505275,BO94DRAFT_505275,-,-,Unknown,-,phytoene desaturase,protein-coding,-,-,-,phytoene desaturase,20181013,-
1450535,37111679,BO94DRAFT_505292,BO94DRAFT_505292,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20181013,-
1450535,37111680,BO94DRAFT_505344,BO94DRAFT_505344,-,-,Unknown,-,NAD-binding Rossmann fold oxidoreductase family protein,protein-coding,-,-,-,NAD-binding Rossmann fold oxidoreductase family protein,20181013,-
1450535,37111681,BO94DRAFT_505356,BO94DRAFT_505356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111682,BO94DRAFT_505431,BO94DRAFT_505431,-,-,Unknown,-,carboxylesterase,protein-coding,-,-,-,carboxylesterase,20181013,-
1450535,37111683,BO94DRAFT_505439,BO94DRAFT_505439,-,-,Unknown,-,kelch repeat-containing protein,protein-coding,-,-,-,kelch repeat-containing protein,20181013,-
1450535,37111684,BO94DRAFT_505460,BO94DRAFT_505460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111685,BO94DRAFT_505461,BO94DRAFT_505461,-,-,Unknown,-,thiamine pyrophosphokinase,protein-coding,-,-,-,thiamine pyrophosphokinase,20181013,-
1450535,37111686,BO94DRAFT_505466,BO94DRAFT_505466,-,-,Unknown,-,endoplasmic reticulum protein,protein-coding,-,-,-,endoplasmic reticulum protein,20181013,-
1450535,37111687,BO94DRAFT_505479,BO94DRAFT_505479,-,-,Unknown,-,DNA N-glycosylase,protein-coding,-,-,-,DNA N-glycosylase,20181013,-
1450535,37111688,BO94DRAFT_505488,BO94DRAFT_505488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111689,BO94DRAFT_505497,BO94DRAFT_505497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111690,BO94DRAFT_505500,BO94DRAFT_505500,-,-,Unknown,-,glycoprotease family protein,protein-coding,-,-,-,glycoprotease family protein,20181013,-
1450535,37111691,BO94DRAFT_505558,BO94DRAFT_505558,-,-,Unknown,-,zincin,protein-coding,-,-,-,zincin,20181013,-
1450535,37111692,BO94DRAFT_505560,BO94DRAFT_505560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111693,BO94DRAFT_505576,BO94DRAFT_505576,-,-,Unknown,-,MFS allantoate transporter,protein-coding,-,-,-,MFS allantoate transporter,20181013,-
1450535,37111694,BO94DRAFT_505648,BO94DRAFT_505648,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20181013,-
1450535,37111695,BO94DRAFT_505654,BO94DRAFT_505654,-,-,Unknown,-,ATP binding protein,protein-coding,-,-,-,ATP binding protein,20181013,-
1450535,37111696,BO94DRAFT_505793,BO94DRAFT_505793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111697,BO94DRAFT_505811,BO94DRAFT_505811,-,-,Unknown,-,Septin,protein-coding,-,-,-,Septin,20181013,-
1450535,37111698,BO94DRAFT_505829,BO94DRAFT_505829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111699,BO94DRAFT_505852,BO94DRAFT_505852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111700,BO94DRAFT_505869,BO94DRAFT_505869,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20181013,-
1450535,37111701,BO94DRAFT_505899,BO94DRAFT_505899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111702,BO94DRAFT_506030,BO94DRAFT_506030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111703,BO94DRAFT_506089,BO94DRAFT_506089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111704,BO94DRAFT_506128,BO94DRAFT_506128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111705,BO94DRAFT_506148,BO94DRAFT_506148,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20181013,-
1450535,37111706,BO94DRAFT_506161,BO94DRAFT_506161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111707,BO94DRAFT_506196,BO94DRAFT_506196,-,-,Unknown,-,pyridoxal-dependent decarboxylase,protein-coding,-,-,-,pyridoxal-dependent decarboxylase,20181013,-
1450535,37111708,BO94DRAFT_506202,BO94DRAFT_506202,-,-,Unknown,-,NmrA-like family protein,protein-coding,-,-,-,NmrA-like family protein,20181013,-
1450535,37111709,BO94DRAFT_506209,BO94DRAFT_506209,-,-,Unknown,-,putative cytochrome P450,protein-coding,-,-,-,putative cytochrome P450,20181013,-
1450535,37111710,BO94DRAFT_506218,BO94DRAFT_506218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111711,BO94DRAFT_506251,BO94DRAFT_506251,-,-,Unknown,-,short-chain dehydrogenase/oxidoreductase,protein-coding,-,-,-,short-chain dehydrogenase/oxidoreductase,20181013,-
1450535,37111712,BO94DRAFT_506273,BO94DRAFT_506273,-,-,Unknown,-,DUF914-domain-containing protein,protein-coding,-,-,-,DUF914-domain-containing protein,20181013,-
1450535,37111713,BO94DRAFT_506341,BO94DRAFT_506341,-,-,Unknown,-,"transcription initiation factor IIF, alpha subunit",protein-coding,-,-,-,"transcription initiation factor IIF, alpha subunit",20181013,-
1450535,37111714,BO94DRAFT_506423,BO94DRAFT_506423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111715,BO94DRAFT_506432,BO94DRAFT_506432,-,-,Unknown,-,dihydroxy-acid dehydratase,protein-coding,-,-,-,dihydroxy-acid dehydratase,20181013,-
1450535,37111716,BO94DRAFT_506466,BO94DRAFT_506466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111717,BO94DRAFT_506509,BO94DRAFT_506509,-,-,Unknown,-,Metallo-dependent hydrolase,protein-coding,-,-,-,Metallo-dependent hydrolase,20181013,-
1450535,37111718,BO94DRAFT_506541,BO94DRAFT_506541,-,-,Unknown,-,RNA polymerase I-specific transcription initiation factor Rrn7,protein-coding,-,-,-,RNA polymerase I-specific transcription initiation factor Rrn7,20181013,-
1450535,37111719,BO94DRAFT_506544,BO94DRAFT_506544,-,-,Unknown,-,translation initiation factor eIF-5A,protein-coding,-,-,-,translation initiation factor eIF-5A,20181013,-
1450535,37111720,BO94DRAFT_506564,BO94DRAFT_506564,-,-,Unknown,-,C6 finger domain protein,protein-coding,-,-,-,C6 finger domain protein,20181013,-
1450535,37111721,BO94DRAFT_506608,BO94DRAFT_506608,-,-,Unknown,-,F-box domain protein,protein-coding,-,-,-,F-box domain protein,20181013,-
1450535,37111722,BO94DRAFT_506611,BO94DRAFT_506611,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20181013,-
1450535,37111723,BO94DRAFT_506651,BO94DRAFT_506651,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20181013,-
1450535,37111724,BO94DRAFT_506671,BO94DRAFT_506671,-,-,Unknown,-,urease Ure,protein-coding,-,-,-,urease Ure,20181013,-
1450535,37111725,BO94DRAFT_506688,BO94DRAFT_506688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111726,BO94DRAFT_506708,BO94DRAFT_506708,-,-,Unknown,-,D-xylose reductase,protein-coding,-,-,-,D-xylose reductase,20181013,-
1450535,37111727,BO94DRAFT_506722,BO94DRAFT_506722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111728,BO94DRAFT_506732,BO94DRAFT_506732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111729,BO94DRAFT_506763,BO94DRAFT_506763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111730,BO94DRAFT_506773,BO94DRAFT_506773,-,-,Unknown,-,mitochondrial protein import protein MAS5,protein-coding,-,-,-,mitochondrial protein import protein MAS5,20181013,-
1450535,37111731,BO94DRAFT_506792,BO94DRAFT_506792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111732,BO94DRAFT_506871,BO94DRAFT_506871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111733,BO94DRAFT_506878,BO94DRAFT_506878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111734,BO94DRAFT_506908,BO94DRAFT_506908,-,-,Unknown,-,spindle pole body interacting protein,protein-coding,-,-,-,spindle pole body interacting protein,20181013,-
1450535,37111735,BO94DRAFT_506919,BO94DRAFT_506919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111736,BO94DRAFT_506924,BO94DRAFT_506924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111737,BO94DRAFT_506947,BO94DRAFT_506947,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37111738,BO94DRAFT_506955,BO94DRAFT_506955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111739,BO94DRAFT_507009,BO94DRAFT_507009,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20181013,-
1450535,37111740,BO94DRAFT_507019,BO94DRAFT_507019,-,-,Unknown,-,secretory pathway Sec39,protein-coding,-,-,-,secretory pathway Sec39,20181013,-
1450535,37111741,BO94DRAFT_507036,BO94DRAFT_507036,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20181013,-
1450535,37111742,BO94DRAFT_507061,BO94DRAFT_507061,-,-,Unknown,-,mannose 6-phosphate receptor domain-containing protein,protein-coding,-,-,-,mannose 6-phosphate receptor domain-containing protein,20181013,-
1450535,37111743,BO94DRAFT_507068,BO94DRAFT_507068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111744,BO94DRAFT_507096,BO94DRAFT_507096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111745,BO94DRAFT_507167,BO94DRAFT_507167,-,-,Unknown,-,mitochondrial ribosomal protein L23,protein-coding,-,-,-,mitochondrial ribosomal protein L23,20181013,-
1450535,37111746,BO94DRAFT_507170,BO94DRAFT_507170,-,-,Unknown,-,ATP-dependent protease La,protein-coding,-,-,-,ATP-dependent protease La,20181013,-
1450535,37111747,BO94DRAFT_507177,BO94DRAFT_507177,-,-,Unknown,-,dicer-like protein 1,protein-coding,-,-,-,dicer-like protein 1,20181013,-
1450535,37111748,BO94DRAFT_507295,BO94DRAFT_507295,-,-,Unknown,-,Pantoate-beta-alanine ligase,protein-coding,-,-,-,Pantoate-beta-alanine ligase,20181013,-
1450535,37111749,BO94DRAFT_507316,BO94DRAFT_507316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111750,BO94DRAFT_507372,BO94DRAFT_507372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111751,BO94DRAFT_507390,BO94DRAFT_507390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111752,BO94DRAFT_507401,BO94DRAFT_507401,-,-,Unknown,-,cora family metal ion transporter,protein-coding,-,-,-,cora family metal ion transporter,20181013,-
1450535,37111753,BO94DRAFT_507407,BO94DRAFT_507407,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37111754,BO94DRAFT_507427,BO94DRAFT_507427,-,-,Unknown,-,inosine monophosphate dehydrogenase,protein-coding,-,-,-,inosine monophosphate dehydrogenase,20181013,-
1450535,37111755,BO94DRAFT_507434,BO94DRAFT_507434,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37111756,BO94DRAFT_507444,BO94DRAFT_507444,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20181013,-
1450535,37111757,BO94DRAFT_507461,BO94DRAFT_507461,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20181013,-
1450535,37111758,BO94DRAFT_507469,BO94DRAFT_507469,-,-,Unknown,-,terpene synthase,protein-coding,-,-,-,terpene synthase,20181013,-
1450535,37111759,BO94DRAFT_507484,BO94DRAFT_507484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111760,BO94DRAFT_507489,BO94DRAFT_507489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111761,BO94DRAFT_507503,BO94DRAFT_507503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111762,BO94DRAFT_507526,BO94DRAFT_507526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111763,BO94DRAFT_507540,BO94DRAFT_507540,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20181013,-
1450535,37111764,BO94DRAFT_507564,BO94DRAFT_507564,-,-,Unknown,-,cycloheximide resistance protein,protein-coding,-,-,-,cycloheximide resistance protein,20181013,-
1450535,37111765,BO94DRAFT_507570,BO94DRAFT_507570,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20181013,-
1450535,37111766,BO94DRAFT_507593,BO94DRAFT_507593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111767,BO94DRAFT_507594,BO94DRAFT_507594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111768,BO94DRAFT_507637,BO94DRAFT_507637,-,-,Unknown,-,putative transporter,protein-coding,-,-,-,putative transporter,20181013,-
1450535,37111769,BO94DRAFT_507641,BO94DRAFT_507641,-,-,Unknown,-,DNA-directed RNA polymerase III subunit RET1,protein-coding,-,-,-,DNA-directed RNA polymerase III subunit RET1,20181013,-
1450535,37111770,BO94DRAFT_507654,BO94DRAFT_507654,-,-,Unknown,-,alpha/beta fold family hydrolase,protein-coding,-,-,-,alpha/beta fold family hydrolase,20181013,-
1450535,37111771,BO94DRAFT_50771,BO94DRAFT_50771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111772,BO94DRAFT_507746,BO94DRAFT_507746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111773,BO94DRAFT_507766,BO94DRAFT_507766,-,-,Unknown,-,presequence translocated-associated motor subunit pam17,protein-coding,-,-,-,presequence translocated-associated motor subunit pam17,20181013,-
1450535,37111774,BO94DRAFT_507774,BO94DRAFT_507774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111775,BO94DRAFT_507777,BO94DRAFT_507777,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37111776,BO94DRAFT_507790,BO94DRAFT_507790,-,-,Unknown,-,T-complex protein 1 subunit beta,protein-coding,-,-,-,T-complex protein 1 subunit beta,20181013,-
1450535,37111777,BO94DRAFT_507803,BO94DRAFT_507803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111778,BO94DRAFT_507816,BO94DRAFT_507816,-,-,Unknown,-,Zn(II)2Cys6 transcription factor,protein-coding,-,-,-,Zn(II)2Cys6 transcription factor,20181013,-
1450535,37111779,BO94DRAFT_507818,BO94DRAFT_507818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111780,BO94DRAFT_507819,BO94DRAFT_507819,-,-,Unknown,-,putative monooxygenase,protein-coding,-,-,-,putative monooxygenase,20181013,-
1450535,37111781,BO94DRAFT_507828,BO94DRAFT_507828,-,-,Unknown,-,putative beta-mannosidase,protein-coding,-,-,-,putative beta-mannosidase,20181013,-
1450535,37111782,BO94DRAFT_507868,BO94DRAFT_507868,-,-,Unknown,-,UDP-glucose dehydrogenase Ugd1,protein-coding,-,-,-,UDP-glucose dehydrogenase Ugd1,20181013,-
1450535,37111783,BO94DRAFT_507923,BO94DRAFT_507923,-,-,Unknown,-,glutathione transferase,protein-coding,-,-,-,glutathione transferase,20181013,-
1450535,37111784,BO94DRAFT_507934,BO94DRAFT_507934,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20181013,-
1450535,37111785,BO94DRAFT_507978,BO94DRAFT_507978,-,-,Unknown,-,RWD-domain-containing protein,protein-coding,-,-,-,RWD-domain-containing protein,20181013,-
1450535,37111786,BO94DRAFT_507981,BO94DRAFT_507981,-,-,Unknown,-,TPR domain protein,protein-coding,-,-,-,TPR domain protein,20181013,-
1450535,37111787,BO94DRAFT_507984,BO94DRAFT_507984,-,-,Unknown,-,chromatin regulatory protein Sir2,protein-coding,-,-,-,chromatin regulatory protein Sir2,20181013,-
1450535,37111788,BO94DRAFT_507997,BO94DRAFT_507997,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20181013,-
1450535,37111789,BO94DRAFT_508040,BO94DRAFT_508040,-,-,Unknown,-,O-methyltransferase,protein-coding,-,-,-,O-methyltransferase,20181013,-
1450535,37111790,BO94DRAFT_508068,BO94DRAFT_508068,-,-,Unknown,-,DUF125-domain-containing protein,protein-coding,-,-,-,DUF125-domain-containing protein,20181013,-
1450535,37111791,BO94DRAFT_508080,BO94DRAFT_508080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111792,BO94DRAFT_508097,BO94DRAFT_508097,-,-,Unknown,-,DNA repair protein RAD1,protein-coding,-,-,-,DNA repair protein RAD1,20181013,-
1450535,37111793,BO94DRAFT_508125,BO94DRAFT_508125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111794,BO94DRAFT_508201,BO94DRAFT_508201,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20181013,-
1450535,37111795,BO94DRAFT_508205,BO94DRAFT_508205,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20181013,-
1450535,37111796,BO94DRAFT_508212,BO94DRAFT_508212,-,-,Unknown,-,NRPS-like enzyme,protein-coding,-,-,-,NRPS-like enzyme,20181013,-
1450535,37111797,BO94DRAFT_508254,BO94DRAFT_508254,-,-,Unknown,-,TPR domain protein,protein-coding,-,-,-,TPR domain protein,20180712,-
1450535,37111798,BO94DRAFT_508275,BO94DRAFT_508275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111799,BO94DRAFT_508280,BO94DRAFT_508280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111800,BO94DRAFT_50830,BO94DRAFT_50830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111801,BO94DRAFT_508324,BO94DRAFT_508324,-,-,Unknown,-,Di-copper centre-containing protein,protein-coding,-,-,-,Di-copper centre-containing protein,20181013,-
1450535,37111802,BO94DRAFT_508375,BO94DRAFT_508375,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20181013,-
1450535,37111803,BO94DRAFT_508377,BO94DRAFT_508377,-,-,Unknown,-,tfdA family taurine dioxygenase,protein-coding,-,-,-,tfdA family taurine dioxygenase,20181013,-
1450535,37111804,BO94DRAFT_508386,BO94DRAFT_508386,-,-,Unknown,-,voltage-gated K+ channel beta subunit,protein-coding,-,-,-,voltage-gated K+ channel beta subunit,20181013,-
1450535,37111805,BO94DRAFT_508429,BO94DRAFT_508429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111806,BO94DRAFT_508448,BO94DRAFT_508448,-,-,Unknown,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20181013,-
1450535,37111807,BO94DRAFT_508456,BO94DRAFT_508456,-,-,Unknown,-,xylosidase xlnD,protein-coding,-,-,-,xylosidase xlnD,20181013,-
1450535,37111808,BO94DRAFT_508457,BO94DRAFT_508457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111809,BO94DRAFT_508488,BO94DRAFT_508488,-,-,Unknown,-,mitochondrial cation transporter,protein-coding,-,-,-,mitochondrial cation transporter,20181013,-
1450535,37111810,BO94DRAFT_508496,BO94DRAFT_508496,-,-,Unknown,-,tRNA pseudouridine synthase D,protein-coding,-,-,-,tRNA pseudouridine synthase D,20181013,-
1450535,37111811,BO94DRAFT_508601,BO94DRAFT_508601,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20181013,-
1450535,37111812,BO94DRAFT_508640,BO94DRAFT_508640,-,-,Unknown,-,"pyridoxal phosphate-dependent enzyme, beta subunit",protein-coding,-,-,-,"pyridoxal phosphate-dependent enzyme, beta subunit",20181013,-
1450535,37111813,BO94DRAFT_508660,BO94DRAFT_508660,-,-,Unknown,-,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,protein-coding,-,-,-,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,20181013,-
1450535,37111814,BO94DRAFT_508663,BO94DRAFT_508663,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20181013,-
1450535,37111815,BO94DRAFT_508678,BO94DRAFT_508678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111816,BO94DRAFT_508703,BO94DRAFT_508703,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20181013,-
1450535,37111817,BO94DRAFT_508705,BO94DRAFT_508705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111818,BO94DRAFT_508726,BO94DRAFT_508726,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37111819,BO94DRAFT_508733,BO94DRAFT_508733,-,-,Unknown,-,putative serine-threonine protein kinase,protein-coding,-,-,-,putative serine-threonine protein kinase,20181013,-
1450535,37111820,BO94DRAFT_508780,BO94DRAFT_508780,-,-,Unknown,-,Mog1p/PsbP-like protein,protein-coding,-,-,-,Mog1p/PsbP-like protein,20181013,-
1450535,37111821,BO94DRAFT_508795,BO94DRAFT_508795,-,-,Unknown,-,NGG1p interacting factor 3,protein-coding,-,-,-,NGG1p interacting factor 3,20181013,-
1450535,37111822,BO94DRAFT_508842,BO94DRAFT_508842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111823,BO94DRAFT_508897,BO94DRAFT_508897,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20181013,-
1450535,37111824,BO94DRAFT_508901,BO94DRAFT_508901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37111825,BO94DRAFT_508907,BO94DRAFT_508907,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20181013,-
1450535,37111826,BO94DRAFT_508921,BO94DRAFT_508921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37111827,BO94DRAFT_508928,BO94DRAFT_508928,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20181013,-
1450535,37111828,BO94DRAFT_508989,BO94DRAFT_508989,-,-,Unknown,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20181013,-
