#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
692275,27897640,SEPMUDRAFT_10026,SEPMUDRAFT_10026,-,-,Unknown,-,PLC-like phosphodiesterase,protein-coding,-,-,-,PLC-like phosphodiesterase,20200919,-
692275,27899269,SEPMUDRAFT_127194,SEPMUDRAFT_127194,-,-,Unknown,-,beach-domain-containing protein,protein-coding,-,-,-,beach-domain-containing protein,20200919,-
692275,27899270,SEPMUDRAFT_127203,SEPMUDRAFT_127203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899271,SEPMUDRAFT_127205,SEPMUDRAFT_127205,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27899272,SEPMUDRAFT_127210,SEPMUDRAFT_127210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899273,SEPMUDRAFT_127214,SEPMUDRAFT_127214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899274,SEPMUDRAFT_127236,SEPMUDRAFT_127236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899275,SEPMUDRAFT_127256,SEPMUDRAFT_127256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899276,SEPMUDRAFT_127260,SEPMUDRAFT_127260,-,-,Unknown,-,2-oxoglutarate dehydrogenase E1 component mitochondrial precursor,protein-coding,-,-,-,2-oxoglutarate dehydrogenase E1 component mitochondrial precursor,20200919,-
692275,27899277,SEPMUDRAFT_127266,SEPMUDRAFT_127266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899278,SEPMUDRAFT_127274,SEPMUDRAFT_127274,-,-,Unknown,-,SNF2_N-domain-containing protein,protein-coding,-,-,-,SNF2_N-domain-containing protein,20200919,-
692275,27899279,SEPMUDRAFT_127289,SEPMUDRAFT_127289,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
692275,27899280,SEPMUDRAFT_127312,SEPMUDRAFT_127312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899281,SEPMUDRAFT_127360,SEPMUDRAFT_127360,-,-,Unknown,-,leukotriene A-4 hydrolase,protein-coding,-,-,-,leukotriene A-4 hydrolase,20200919,-
692275,27899282,SEPMUDRAFT_127394,SEPMUDRAFT_127394,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899283,SEPMUDRAFT_127450,SEPMUDRAFT_127450,-,-,Unknown,-,putative lysosomal cobalamin transporter,protein-coding,-,-,-,putative lysosomal cobalamin transporter,20200919,-
692275,27899284,SEPMUDRAFT_127480,SEPMUDRAFT_127480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899285,SEPMUDRAFT_127503,SEPMUDRAFT_127503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899286,SEPMUDRAFT_127505,SEPMUDRAFT_127505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899287,SEPMUDRAFT_127510,SEPMUDRAFT_127510,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27899288,SEPMUDRAFT_127512,SEPMUDRAFT_127512,-,-,Unknown,-,heat shock protein SSB1,protein-coding,-,-,-,heat shock protein SSB1,20200919,-
692275,27899289,SEPMUDRAFT_127516,SEPMUDRAFT_127516,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
692275,27899290,SEPMUDRAFT_127537,SEPMUDRAFT_127537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899291,SEPMUDRAFT_127538,SEPMUDRAFT_127538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899292,SEPMUDRAFT_127539,SEPMUDRAFT_127539,-,-,Unknown,-,COP9 signalosome subunit 1,protein-coding,-,-,-,COP9 signalosome subunit 1,20200919,-
692275,27899293,SEPMUDRAFT_127546,SEPMUDRAFT_127546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899294,SEPMUDRAFT_127551,SEPMUDRAFT_127551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899295,SEPMUDRAFT_127558,SEPMUDRAFT_127558,-,-,Unknown,-,glycoside hydrolase family 43 protein,protein-coding,-,-,-,glycoside hydrolase family 43 protein,20200919,-
692275,27899296,SEPMUDRAFT_127568,SEPMUDRAFT_127568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899297,SEPMUDRAFT_127569,SEPMUDRAFT_127569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899298,SEPMUDRAFT_127576,SEPMUDRAFT_127576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899299,SEPMUDRAFT_127583,SEPMUDRAFT_127583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899300,SEPMUDRAFT_127606,SEPMUDRAFT_127606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899301,SEPMUDRAFT_127607,SEPMUDRAFT_127607,-,-,Unknown,-,ribosomal protein S28e,protein-coding,-,-,-,ribosomal protein S28e,20200919,-
692275,27899302,SEPMUDRAFT_127634,SEPMUDRAFT_127634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899303,SEPMUDRAFT_127670,SEPMUDRAFT_127670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899304,SEPMUDRAFT_127694,SEPMUDRAFT_127694,-,-,Unknown,-,"RNase P/MRP, p29 subunit",protein-coding,-,-,-,"RNase P/MRP, p29 subunit",20200919,-
692275,27899305,SEPMUDRAFT_127714,SEPMUDRAFT_127714,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899306,SEPMUDRAFT_127730,SEPMUDRAFT_127730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899307,SEPMUDRAFT_127745,SEPMUDRAFT_127745,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
692275,27899308,SEPMUDRAFT_127797,SEPMUDRAFT_127797,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
692275,27899309,SEPMUDRAFT_127822,SEPMUDRAFT_127822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899310,SEPMUDRAFT_127829,SEPMUDRAFT_127829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899311,SEPMUDRAFT_127847,SEPMUDRAFT_127847,-,-,Unknown,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20200919,-
692275,27899312,SEPMUDRAFT_127854,SEPMUDRAFT_127854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899313,SEPMUDRAFT_127864,SEPMUDRAFT_127864,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase B precursor,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase B precursor,20200919,-
692275,27899314,SEPMUDRAFT_127867,SEPMUDRAFT_127867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899315,SEPMUDRAFT_127878,SEPMUDRAFT_127878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899316,SEPMUDRAFT_127917,SEPMUDRAFT_127917,-,-,Unknown,-,FKBP-type peptidyl-prolyl cis-trans isomerase Fkh1,protein-coding,-,-,-,FKBP-type peptidyl-prolyl cis-trans isomerase Fkh1,20200919,-
692275,27899317,SEPMUDRAFT_127952,SEPMUDRAFT_127952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899318,SEPMUDRAFT_127963,SEPMUDRAFT_127963,-,-,Unknown,-,"10 kDa heat shock protein, mitochondrial",protein-coding,-,-,-,"10 kDa heat shock protein, mitochondrial",20200919,-
692275,27899319,SEPMUDRAFT_127977,SEPMUDRAFT_127977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899320,SEPMUDRAFT_127986,SEPMUDRAFT_127986,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200919,-
692275,27899321,SEPMUDRAFT_128003,SEPMUDRAFT_128003,-,-,Unknown,-,glycosyltransferase family 62 protein,protein-coding,-,-,-,glycosyltransferase family 62 protein,20200919,-
692275,27899322,SEPMUDRAFT_128004,SEPMUDRAFT_128004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899323,SEPMUDRAFT_128006,SEPMUDRAFT_128006,-,-,Unknown,-,SEN34 subunit of tRNA-splicing endonuclease,protein-coding,-,-,-,SEN34 subunit of tRNA-splicing endonuclease,20200919,-
692275,27899324,SEPMUDRAFT_128054,SEPMUDRAFT_128054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899325,SEPMUDRAFT_128078,SEPMUDRAFT_128078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899326,SEPMUDRAFT_128099,SEPMUDRAFT_128099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899327,SEPMUDRAFT_128106,SEPMUDRAFT_128106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899328,SEPMUDRAFT_128110,SEPMUDRAFT_128110,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
692275,27899329,SEPMUDRAFT_128119,SEPMUDRAFT_128119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899330,SEPMUDRAFT_128124,SEPMUDRAFT_128124,-,-,Unknown,-,ribose 5-phosphate isomerase,protein-coding,-,-,-,ribose 5-phosphate isomerase,20200919,-
692275,27899331,SEPMUDRAFT_128127,SEPMUDRAFT_128127,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20200919,-
692275,27899332,SEPMUDRAFT_128143,SEPMUDRAFT_128143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899333,SEPMUDRAFT_128160,SEPMUDRAFT_128160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899334,SEPMUDRAFT_128166,SEPMUDRAFT_128166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899335,SEPMUDRAFT_128186,SEPMUDRAFT_128186,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20200919,-
692275,27899336,SEPMUDRAFT_128192,SEPMUDRAFT_128192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899337,SEPMUDRAFT_128195,SEPMUDRAFT_128195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899338,SEPMUDRAFT_128221,SEPMUDRAFT_128221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899339,SEPMUDRAFT_128231,SEPMUDRAFT_128231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899340,SEPMUDRAFT_128237,SEPMUDRAFT_128237,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
692275,27899341,SEPMUDRAFT_128243,SEPMUDRAFT_128243,-,-,Unknown,-,"replication protein A, subunit RPA32",protein-coding,-,-,-,"replication protein A, subunit RPA32",20200919,-
692275,27899342,SEPMUDRAFT_128244,SEPMUDRAFT_128244,-,-,Unknown,-,Cloroperoxidase,protein-coding,-,-,-,Cloroperoxidase,20200919,-
692275,27899343,SEPMUDRAFT_128272,SEPMUDRAFT_128272,-,-,Unknown,-,NADPH cytochrome P450 oxidoreductase,protein-coding,-,-,-,NADPH cytochrome P450 oxidoreductase,20200919,-
692275,27899344,SEPMUDRAFT_128300,SEPMUDRAFT_128300,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
692275,27899345,SEPMUDRAFT_128307,SEPMUDRAFT_128307,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
692275,27899346,SEPMUDRAFT_128323,SEPMUDRAFT_128323,-,-,Unknown,-,C-3 sterol dehydrogenase/C-4 decarboxylase family protein,protein-coding,-,-,-,C-3 sterol dehydrogenase/C-4 decarboxylase family protein,20200919,-
692275,27899347,SEPMUDRAFT_128342,SEPMUDRAFT_128342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899348,SEPMUDRAFT_128348,SEPMUDRAFT_128348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899349,SEPMUDRAFT_128353,SEPMUDRAFT_128353,-,-,Unknown,-,VHS-domain-containing protein,protein-coding,-,-,-,VHS-domain-containing protein,20200919,-
692275,27899350,SEPMUDRAFT_128417,SEPMUDRAFT_128417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899351,SEPMUDRAFT_128455,SEPMUDRAFT_128455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899352,SEPMUDRAFT_128462,SEPMUDRAFT_128462,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20200919,-
692275,27899353,SEPMUDRAFT_128468,SEPMUDRAFT_128468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899354,SEPMUDRAFT_128501,SEPMUDRAFT_128501,-,-,Unknown,-,nucleolar essential protein 1,protein-coding,-,-,-,nucleolar essential protein 1,20200919,-
692275,27899355,SEPMUDRAFT_128518,SEPMUDRAFT_128518,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
692275,27899356,SEPMUDRAFT_128538,SEPMUDRAFT_128538,-,-,Unknown,-,molybdopterin binding oxidoreductase,protein-coding,-,-,-,molybdopterin binding oxidoreductase,20200919,-
692275,27899357,SEPMUDRAFT_128564,SEPMUDRAFT_128564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899358,SEPMUDRAFT_128592,SEPMUDRAFT_128592,-,-,Unknown,-,ATP-dependent RNA helicase DHH1,protein-coding,-,-,-,ATP-dependent RNA helicase DHH1,20200919,-
692275,27899359,SEPMUDRAFT_128597,SEPMUDRAFT_128597,-,-,Unknown,-,DHH phosphoesterase,protein-coding,-,-,-,DHH phosphoesterase,20200919,-
692275,27899360,SEPMUDRAFT_128621,SEPMUDRAFT_128621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899361,SEPMUDRAFT_128635,SEPMUDRAFT_128635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899362,SEPMUDRAFT_128639,SEPMUDRAFT_128639,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
692275,27899363,SEPMUDRAFT_128645,SEPMUDRAFT_128645,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27899364,SEPMUDRAFT_128652,SEPMUDRAFT_128652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899365,SEPMUDRAFT_128671,SEPMUDRAFT_128671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899366,SEPMUDRAFT_128694,SEPMUDRAFT_128694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899367,SEPMUDRAFT_128739,SEPMUDRAFT_128739,-,-,Unknown,-,PP2C-domain-containing protein,protein-coding,-,-,-,PP2C-domain-containing protein,20200919,-
692275,27899368,SEPMUDRAFT_128778,SEPMUDRAFT_128778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899369,SEPMUDRAFT_128781,SEPMUDRAFT_128781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899370,SEPMUDRAFT_128789,SEPMUDRAFT_128789,-,-,Unknown,-,chorismate synthase,protein-coding,-,-,-,chorismate synthase,20200919,-
692275,27899371,SEPMUDRAFT_128840,SEPMUDRAFT_128840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899372,SEPMUDRAFT_128846,SEPMUDRAFT_128846,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20200919,-
692275,27899373,SEPMUDRAFT_128849,SEPMUDRAFT_128849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899374,SEPMUDRAFT_128857,SEPMUDRAFT_128857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899375,SEPMUDRAFT_128861,SEPMUDRAFT_128861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899376,SEPMUDRAFT_128862,SEPMUDRAFT_128862,-,-,Unknown,-,CRM1_C-domain-containing protein,protein-coding,-,-,-,CRM1_C-domain-containing protein,20200919,-
692275,27899377,SEPMUDRAFT_128865,SEPMUDRAFT_128865,-,-,Unknown,-,DASH_Dad2-domain-containing protein,protein-coding,-,-,-,DASH_Dad2-domain-containing protein,20200919,-
692275,27899378,SEPMUDRAFT_128868,SEPMUDRAFT_128868,-,-,Unknown,-,iron/copper transporter Atx1,protein-coding,-,-,-,iron/copper transporter Atx1,20200919,-
692275,27899379,SEPMUDRAFT_128884,SEPMUDRAFT_128884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899380,SEPMUDRAFT_128911,SEPMUDRAFT_128911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899381,SEPMUDRAFT_128937,SEPMUDRAFT_128937,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200919,-
692275,27899382,SEPMUDRAFT_128966,SEPMUDRAFT_128966,-,-,Unknown,-,pali-domain-containing protein,protein-coding,-,-,-,pali-domain-containing protein,20200919,-
692275,27899383,SEPMUDRAFT_128969,SEPMUDRAFT_128969,-,-,Unknown,-,deoxyribodipyrimidine photo-lyase,protein-coding,-,-,-,deoxyribodipyrimidine photo-lyase,20200919,-
692275,27899384,SEPMUDRAFT_128984,SEPMUDRAFT_128984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899385,SEPMUDRAFT_128986,SEPMUDRAFT_128986,-,-,Unknown,-,iron-sulfur cluster biosynthesis protein Isd11,protein-coding,-,-,-,iron-sulfur cluster biosynthesis protein Isd11,20200919,-
692275,27899386,SEPMUDRAFT_129008,SEPMUDRAFT_129008,-,-,Unknown,-,40S ribosomal protein S27,protein-coding,-,-,-,40S ribosomal protein S27,20200919,-
692275,27899387,SEPMUDRAFT_129012,SEPMUDRAFT_129012,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
692275,27899388,SEPMUDRAFT_129015,SEPMUDRAFT_129015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899389,SEPMUDRAFT_129028,SEPMUDRAFT_129028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899390,SEPMUDRAFT_129039,SEPMUDRAFT_129039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899391,SEPMUDRAFT_129041,SEPMUDRAFT_129041,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
692275,27899392,SEPMUDRAFT_129059,SEPMUDRAFT_129059,-,-,Unknown,-,RdRP-domain-containing protein,protein-coding,-,-,-,RdRP-domain-containing protein,20200919,-
692275,27899393,SEPMUDRAFT_129090,SEPMUDRAFT_129090,-,-,Unknown,-,casein kinase I ,protein-coding,-,-,-,casein kinase I ,20200919,-
692275,27899394,SEPMUDRAFT_129114,SEPMUDRAFT_129114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899395,SEPMUDRAFT_129118,SEPMUDRAFT_129118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899396,SEPMUDRAFT_129135,SEPMUDRAFT_129135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899397,SEPMUDRAFT_129153,SEPMUDRAFT_129153,-,-,Unknown,-,subtilisin-like protein,protein-coding,-,-,-,subtilisin-like protein,20200919,-
692275,27899398,SEPMUDRAFT_129167,SEPMUDRAFT_129167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899399,SEPMUDRAFT_129186,SEPMUDRAFT_129186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899400,SEPMUDRAFT_129200,SEPMUDRAFT_129200,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20200919,-
692275,27899401,SEPMUDRAFT_129205,SEPMUDRAFT_129205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899402,SEPMUDRAFT_129224,SEPMUDRAFT_129224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899403,SEPMUDRAFT_129230,SEPMUDRAFT_129230,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
692275,27899404,SEPMUDRAFT_129236,SEPMUDRAFT_129236,-,-,Unknown,-,Fungal_trans-domain-containing protein,protein-coding,-,-,-,Fungal_trans-domain-containing protein,20200919,-
692275,27899405,SEPMUDRAFT_129237,SEPMUDRAFT_129237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899406,SEPMUDRAFT_129251,SEPMUDRAFT_129251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899407,SEPMUDRAFT_129260,SEPMUDRAFT_129260,-,-,Unknown,-,acyl-CoA oxidase,protein-coding,-,-,-,acyl-CoA oxidase,20200919,-
692275,27899408,SEPMUDRAFT_129268,SEPMUDRAFT_129268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899409,SEPMUDRAFT_129280,SEPMUDRAFT_129280,-,-,Unknown,-,aldehyde reductase,protein-coding,-,-,-,aldehyde reductase,20200919,-
692275,27899410,SEPMUDRAFT_129287,SEPMUDRAFT_129287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899411,SEPMUDRAFT_129303,SEPMUDRAFT_129303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899412,SEPMUDRAFT_129305,SEPMUDRAFT_129305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899413,SEPMUDRAFT_129306,SEPMUDRAFT_129306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899414,SEPMUDRAFT_129308,SEPMUDRAFT_129308,-,-,Unknown,-,WH1-domain-containing protein,protein-coding,-,-,-,WH1-domain-containing protein,20200919,-
692275,27899415,SEPMUDRAFT_129309,SEPMUDRAFT_129309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899416,SEPMUDRAFT_129313,SEPMUDRAFT_129313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899417,SEPMUDRAFT_129317,SEPMUDRAFT_129317,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20200919,-
692275,27899418,SEPMUDRAFT_129350,SEPMUDRAFT_129350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899419,SEPMUDRAFT_129352,SEPMUDRAFT_129352,-,-,Unknown,-,subtilisin-like protein,protein-coding,-,-,-,subtilisin-like protein,20200919,-
692275,27899420,SEPMUDRAFT_129390,SEPMUDRAFT_129390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899421,SEPMUDRAFT_129395,SEPMUDRAFT_129395,-,-,Unknown,-,CBD9-like protein,protein-coding,-,-,-,CBD9-like protein,20200919,-
692275,27899422,SEPMUDRAFT_129423,SEPMUDRAFT_129423,-,-,Unknown,-,Hexokinase_1-domain-containing protein,protein-coding,-,-,-,Hexokinase_1-domain-containing protein,20200919,-
692275,27899423,SEPMUDRAFT_129424,SEPMUDRAFT_129424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899424,SEPMUDRAFT_129488,SEPMUDRAFT_129488,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200919,-
692275,27899425,SEPMUDRAFT_129507,SEPMUDRAFT_129507,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
692275,27899426,SEPMUDRAFT_129509,SEPMUDRAFT_129509,-,-,Unknown,-,MFS multidrug transporter,protein-coding,-,-,-,MFS multidrug transporter,20200919,-
692275,27899427,SEPMUDRAFT_129517,SEPMUDRAFT_129517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27899428,SEPMUDRAFT_129520,SEPMUDRAFT_129520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
