#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1912939,64654382,F5891DRAFT_1000001,F5891DRAFT_1000001,-,-,Unknown,-,cobalamin-independent synthase,protein-coding,-,-,-,cobalamin-independent synthase,20210605,-
1912939,64659140,F5891DRAFT_1137945,F5891DRAFT_1137945,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659141,F5891DRAFT_113795,F5891DRAFT_113795,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1912939,64659142,F5891DRAFT_1137982,F5891DRAFT_1137982,-,-,Unknown,-,stress-activated map kinase interacting protein 1-domain-containing protein,protein-coding,-,-,-,stress-activated map kinase interacting protein 1-domain-containing protein,20210605,-
1912939,64659143,F5891DRAFT_1137997,F5891DRAFT_1137997,-,-,Unknown,-,"Peroxin 13, N-terminal region-domain-containing protein",protein-coding,-,-,-,"Peroxin 13, N-terminal region-domain-containing protein",20210605,-
1912939,64659144,F5891DRAFT_1138006,F5891DRAFT_1138006,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659145,F5891DRAFT_1138024,F5891DRAFT_1138024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659146,F5891DRAFT_1138182,F5891DRAFT_1138182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659147,F5891DRAFT_1138196,F5891DRAFT_1138196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659148,F5891DRAFT_1138212,F5891DRAFT_1138212,-,-,Unknown,-,"3' exoribonuclease family, domain 1-domain-containing protein",protein-coding,-,-,-,"3' exoribonuclease family, domain 1-domain-containing protein",20210605,-
1912939,64659149,F5891DRAFT_1138227,F5891DRAFT_1138227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659150,F5891DRAFT_1138278,F5891DRAFT_1138278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659151,F5891DRAFT_113835,F5891DRAFT_113835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659152,F5891DRAFT_1138355,F5891DRAFT_1138355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659153,F5891DRAFT_1138394,F5891DRAFT_1138394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659154,F5891DRAFT_1138405,F5891DRAFT_1138405,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64659155,F5891DRAFT_1138424,F5891DRAFT_1138424,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659156,F5891DRAFT_1138486,F5891DRAFT_1138486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659157,F5891DRAFT_1138515,F5891DRAFT_1138515,-,-,Unknown,-,plasma-membrane choline transporter-domain-containing protein,protein-coding,-,-,-,plasma-membrane choline transporter-domain-containing protein,20210605,-
1912939,64659158,F5891DRAFT_1138713,F5891DRAFT_1138713,-,-,Unknown,-,T-complex protein 1,protein-coding,-,-,-,T-complex protein 1,20210605,-
1912939,64659159,F5891DRAFT_1138833,F5891DRAFT_1138833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659160,F5891DRAFT_11389,F5891DRAFT_11389,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210511,-
1912939,64659161,F5891DRAFT_1138992,F5891DRAFT_1138992,-,-,Unknown,-,RF-1 domain-containing protein,protein-coding,-,-,-,RF-1 domain-containing protein,20210605,-
1912939,64659162,F5891DRAFT_1138996,F5891DRAFT_1138996,-,-,Unknown,-,etoposide-induced protein 2.4-domain-containing protein,protein-coding,-,-,-,etoposide-induced protein 2.4-domain-containing protein,20210605,-
1912939,64659163,F5891DRAFT_1139008,F5891DRAFT_1139008,-,-,Unknown,-,chaperonin Cpn60/TCP-1 family,protein-coding,-,-,-,chaperonin Cpn60/TCP-1 family,20210605,-
1912939,64659164,F5891DRAFT_1139126,F5891DRAFT_1139126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659165,F5891DRAFT_1139171,F5891DRAFT_1139171,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
1912939,64659166,F5891DRAFT_1139252,F5891DRAFT_1139252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659167,F5891DRAFT_1139270,F5891DRAFT_1139270,-,-,Unknown,-,CoA-transferase family III domain-containing protein,protein-coding,-,-,-,CoA-transferase family III domain-containing protein,20210605,-
1912939,64659168,F5891DRAFT_1139330,F5891DRAFT_1139330,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64659169,F5891DRAFT_1139452,F5891DRAFT_1139452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659170,F5891DRAFT_1139479,F5891DRAFT_1139479,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912939,64659171,F5891DRAFT_1139499,F5891DRAFT_1139499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659172,F5891DRAFT_1139595,F5891DRAFT_1139595,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659173,F5891DRAFT_1139610,F5891DRAFT_1139610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659174,F5891DRAFT_1139873,F5891DRAFT_1139873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659175,F5891DRAFT_11399,F5891DRAFT_11399,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1912939,64659176,F5891DRAFT_1140020,F5891DRAFT_1140020,-,-,Unknown,-,chaperonin Cpn60/TCP-1 family,protein-coding,-,-,-,chaperonin Cpn60/TCP-1 family,20210605,-
1912939,64659177,F5891DRAFT_114015,F5891DRAFT_114015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659178,F5891DRAFT_1140153,F5891DRAFT_1140153,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659179,F5891DRAFT_1140157,F5891DRAFT_1140157,-,-,Unknown,-,SURF1 family-domain-containing protein,protein-coding,-,-,-,SURF1 family-domain-containing protein,20210605,-
1912939,64659180,F5891DRAFT_114018,F5891DRAFT_114018,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
1912939,64659181,F5891DRAFT_1140188,F5891DRAFT_1140188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659182,F5891DRAFT_1140199,F5891DRAFT_1140199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659183,F5891DRAFT_1140216,F5891DRAFT_1140216,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912939,64659184,F5891DRAFT_1140311,F5891DRAFT_1140311,-,-,Unknown,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",protein-coding,-,-,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",20210605,-
1912939,64659185,F5891DRAFT_1140403,F5891DRAFT_1140403,-,-,Unknown,-,pre-mRNA splicing factor,protein-coding,-,-,-,pre-mRNA splicing factor,20210605,-
1912939,64659186,F5891DRAFT_1140422,F5891DRAFT_1140422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659187,F5891DRAFT_1140468,F5891DRAFT_1140468,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1912939,64659188,F5891DRAFT_1140508,F5891DRAFT_1140508,-,-,Unknown,-,breast carcinoma amplified sequence 2,protein-coding,-,-,-,breast carcinoma amplified sequence 2,20210605,-
1912939,64659189,F5891DRAFT_1140549,F5891DRAFT_1140549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659190,F5891DRAFT_1140624,F5891DRAFT_1140624,-,-,Unknown,-,CASP C terminal-domain-containing protein,protein-coding,-,-,-,CASP C terminal-domain-containing protein,20210605,-
1912939,64659191,F5891DRAFT_1140626,F5891DRAFT_1140626,-,-,Unknown,-,ribosomal protein S9/S16-domain-containing protein,protein-coding,-,-,-,ribosomal protein S9/S16-domain-containing protein,20210605,-
1912939,64659192,F5891DRAFT_1140645,F5891DRAFT_1140645,-,-,Unknown,-,prenylated rab acceptor PRA1,protein-coding,-,-,-,prenylated rab acceptor PRA1,20210605,-
1912939,64659193,F5891DRAFT_1140669,F5891DRAFT_1140669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659194,F5891DRAFT_1140693,F5891DRAFT_1140693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659195,F5891DRAFT_1140710,F5891DRAFT_1140710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659196,F5891DRAFT_1140757,F5891DRAFT_1140757,-,-,Unknown,-,glycosyltransferase family 76 protein,protein-coding,-,-,-,glycosyltransferase family 76 protein,20210605,-
1912939,64659197,F5891DRAFT_1140804,F5891DRAFT_1140804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659198,F5891DRAFT_1140816,F5891DRAFT_1140816,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64659199,F5891DRAFT_1141011,F5891DRAFT_1141011,-,-,Unknown,-,mRNA splicing factor,protein-coding,-,-,-,mRNA splicing factor,20210605,-
1912939,64659200,F5891DRAFT_1141024,F5891DRAFT_1141024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659201,F5891DRAFT_114103,F5891DRAFT_114103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659202,F5891DRAFT_1141084,F5891DRAFT_1141084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659203,F5891DRAFT_1141135,F5891DRAFT_1141135,-,-,Unknown,-,DASH complex subunit Dad3-domain-containing protein,protein-coding,-,-,-,DASH complex subunit Dad3-domain-containing protein,20210605,-
1912939,64659204,F5891DRAFT_1141200,F5891DRAFT_1141200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659205,F5891DRAFT_1141243,F5891DRAFT_1141243,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912939,64659206,F5891DRAFT_1141255,F5891DRAFT_1141255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659207,F5891DRAFT_1141374,F5891DRAFT_1141374,-,-,Unknown,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20210605,-
1912939,64659208,F5891DRAFT_1141426,F5891DRAFT_1141426,-,-,Unknown,-,NUDIX hydrolase domain-like protein,protein-coding,-,-,-,NUDIX hydrolase domain-like protein,20210605,-
1912939,64659209,F5891DRAFT_1141560,F5891DRAFT_1141560,-,-,Unknown,-,amidase signature domain-containing protein,protein-coding,-,-,-,amidase signature domain-containing protein,20210605,-
1912939,64659210,F5891DRAFT_1141670,F5891DRAFT_1141670,-,-,Unknown,-,Metallo-dependent phosphatase-like protein,protein-coding,-,-,-,Metallo-dependent phosphatase-like protein,20210605,-
1912939,64659211,F5891DRAFT_1141722,F5891DRAFT_1141722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659212,F5891DRAFT_1141834,F5891DRAFT_1141834,-,-,Unknown,-,ribosomal protein L14b/L23e,protein-coding,-,-,-,ribosomal protein L14b/L23e,20210605,-
1912939,64659213,F5891DRAFT_1141880,F5891DRAFT_1141880,-,-,Unknown,-,amidase signature domain-containing protein,protein-coding,-,-,-,amidase signature domain-containing protein,20210605,-
1912939,64659214,F5891DRAFT_1141889,F5891DRAFT_1141889,-,-,Unknown,-,Chloroperoxidase,protein-coding,-,-,-,Chloroperoxidase,20210605,-
1912939,64659215,F5891DRAFT_1141923,F5891DRAFT_1141923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659216,F5891DRAFT_1141976,F5891DRAFT_1141976,-,-,Unknown,-,ribonuclease H-like domain-containing protein,protein-coding,-,-,-,ribonuclease H-like domain-containing protein,20210605,-
1912939,64659217,F5891DRAFT_1141990,F5891DRAFT_1141990,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210605,-
1912939,64659218,F5891DRAFT_1142089,F5891DRAFT_1142089,-,-,Unknown,-,serine hydrolase FSH,protein-coding,-,-,-,serine hydrolase FSH,20210605,-
1912939,64659219,F5891DRAFT_1142177,F5891DRAFT_1142177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659220,F5891DRAFT_114220,F5891DRAFT_114220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659221,F5891DRAFT_1142273,F5891DRAFT_1142273,-,-,Unknown,-,ABC1 family-domain-containing protein,protein-coding,-,-,-,ABC1 family-domain-containing protein,20210605,-
1912939,64659222,F5891DRAFT_1142289,F5891DRAFT_1142289,-,-,Unknown,-,stretch-activated cation channel Mid1,protein-coding,-,-,-,stretch-activated cation channel Mid1,20210605,-
1912939,64659223,F5891DRAFT_1142371,F5891DRAFT_1142371,-,-,Unknown,-,HAD-like domain-containing protein,protein-coding,-,-,-,HAD-like domain-containing protein,20210605,-
1912939,64659224,F5891DRAFT_1142423,F5891DRAFT_1142423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659225,F5891DRAFT_1142446,F5891DRAFT_1142446,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210605,-
1912939,64659226,F5891DRAFT_1142665,F5891DRAFT_1142665,-,-,Unknown,-,ATPase assembly factor ATP10,protein-coding,-,-,-,ATPase assembly factor ATP10,20210605,-
1912939,64659227,F5891DRAFT_1142670,F5891DRAFT_1142670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659228,F5891DRAFT_1142677,F5891DRAFT_1142677,-,-,Unknown,-,vacuolar DHA amino acid exporter,protein-coding,-,-,-,vacuolar DHA amino acid exporter,20210605,-
1912939,64659229,F5891DRAFT_1142707,F5891DRAFT_1142707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659230,F5891DRAFT_1142734,F5891DRAFT_1142734,-,-,Unknown,-,peptidase M24,protein-coding,-,-,-,peptidase M24,20210605,-
1912939,64659231,F5891DRAFT_1142769,F5891DRAFT_1142769,-,-,Unknown,-,UAA transporter,protein-coding,-,-,-,UAA transporter,20210605,-
1912939,64659232,F5891DRAFT_1142777,F5891DRAFT_1142777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659233,F5891DRAFT_1142808,F5891DRAFT_1142808,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912939,64659234,F5891DRAFT_1142872,F5891DRAFT_1142872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659235,F5891DRAFT_1142938,F5891DRAFT_1142938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659236,F5891DRAFT_1142965,F5891DRAFT_1142965,-,-,Unknown,-,bola-like protein,protein-coding,-,-,-,bola-like protein,20210605,-
1912939,64659237,F5891DRAFT_1142969,F5891DRAFT_1142969,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20210605,-
1912939,64659238,F5891DRAFT_1142974,F5891DRAFT_1142974,-,-,Unknown,-,terpenoid synthase,protein-coding,-,-,-,terpenoid synthase,20210605,-
1912939,64659239,F5891DRAFT_1143002,F5891DRAFT_1143002,-,-,Unknown,-,ammonium transporter AmtB-like domain-containing protein,protein-coding,-,-,-,ammonium transporter AmtB-like domain-containing protein,20210605,-
1912939,64659240,F5891DRAFT_1143045,F5891DRAFT_1143045,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20210605,-
1912939,64659241,F5891DRAFT_1143054,F5891DRAFT_1143054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659242,F5891DRAFT_1143111,F5891DRAFT_1143111,-,-,Unknown,-,translation protein SH3-like domain-containing protein,protein-coding,-,-,-,translation protein SH3-like domain-containing protein,20210605,-
1912939,64659243,F5891DRAFT_1143112,F5891DRAFT_1143112,-,-,Unknown,-,TIP49-domain-containing protein,protein-coding,-,-,-,TIP49-domain-containing protein,20210605,-
1912939,64659244,F5891DRAFT_1143116,F5891DRAFT_1143116,-,-,Unknown,-,cofactor-independent phosphoglycerate mutase,protein-coding,-,-,-,cofactor-independent phosphoglycerate mutase,20210605,-
1912939,64659245,F5891DRAFT_1143118,F5891DRAFT_1143118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659246,F5891DRAFT_1143190,F5891DRAFT_1143190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659247,F5891DRAFT_1143273,F5891DRAFT_1143273,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912939,64659248,F5891DRAFT_1143277,F5891DRAFT_1143277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659249,F5891DRAFT_1143341,F5891DRAFT_1143341,-,-,Unknown,-,60S ribosomal protein L44,protein-coding,-,-,-,60S ribosomal protein L44,20210529,-
1912939,64659250,F5891DRAFT_1143354,F5891DRAFT_1143354,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210507,-
1912939,64659251,F5891DRAFT_1143407,F5891DRAFT_1143407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659252,F5891DRAFT_1143422,F5891DRAFT_1143422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659253,F5891DRAFT_1143461,F5891DRAFT_1143461,-,-,Unknown,-,cytosine-purine permease,protein-coding,-,-,-,cytosine-purine permease,20210605,-
1912939,64659254,F5891DRAFT_1143484,F5891DRAFT_1143484,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659255,F5891DRAFT_1143538,F5891DRAFT_1143538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659256,F5891DRAFT_1143585,F5891DRAFT_1143585,-,-,Unknown,-,malate dehydrogenase,protein-coding,-,-,-,malate dehydrogenase,20210605,-
1912939,64659257,F5891DRAFT_1143672,F5891DRAFT_1143672,-,-,Unknown,-,CTLH/CRA C-terminal to lish motif domain-containing protein,protein-coding,-,-,-,CTLH/CRA C-terminal to lish motif domain-containing protein,20210605,-
1912939,64659258,F5891DRAFT_1143762,F5891DRAFT_1143762,-,-,Unknown,-,Rad52/22 family double-strand break repair protein-domain-containing protein,protein-coding,-,-,-,Rad52/22 family double-strand break repair protein-domain-containing protein,20210605,-
1912939,64659259,F5891DRAFT_1144028,F5891DRAFT_1144028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659260,F5891DRAFT_1144087,F5891DRAFT_1144087,-,-,Unknown,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210605,-
1912939,64659261,F5891DRAFT_1144100,F5891DRAFT_1144100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659262,F5891DRAFT_1144112,F5891DRAFT_1144112,-,-,Unknown,-,proline-specific peptidase,protein-coding,-,-,-,proline-specific peptidase,20210605,-
1912939,64659263,F5891DRAFT_1144124,F5891DRAFT_1144124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659264,F5891DRAFT_1144149,F5891DRAFT_1144149,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659265,F5891DRAFT_1144197,F5891DRAFT_1144197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659266,F5891DRAFT_1144208,F5891DRAFT_1144208,-,-,Unknown,-,OPT oligopeptide transporter protein-domain-containing protein,protein-coding,-,-,-,OPT oligopeptide transporter protein-domain-containing protein,20210605,-
1912939,64659267,F5891DRAFT_1144226,F5891DRAFT_1144226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659268,F5891DRAFT_1144267,F5891DRAFT_1144267,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64659269,F5891DRAFT_1144270,F5891DRAFT_1144270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659270,F5891DRAFT_1144295,F5891DRAFT_1144295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659271,F5891DRAFT_1144334,F5891DRAFT_1144334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659272,F5891DRAFT_1144335,F5891DRAFT_1144335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659273,F5891DRAFT_1144338,F5891DRAFT_1144338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659274,F5891DRAFT_1144365,F5891DRAFT_1144365,-,-,Unknown,-,"Thiolase, N-terminal domain-containing protein",protein-coding,-,-,-,"Thiolase, N-terminal domain-containing protein",20210605,-
1912939,64659275,F5891DRAFT_1144410,F5891DRAFT_1144410,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64659276,F5891DRAFT_1144426,F5891DRAFT_1144426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659277,F5891DRAFT_1144447,F5891DRAFT_1144447,-,-,Unknown,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20210605,-
1912939,64659278,F5891DRAFT_1144498,F5891DRAFT_1144498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659279,F5891DRAFT_1144499,F5891DRAFT_1144499,-,-,Unknown,-,sphingolipid C9-methyltransferase,protein-coding,-,-,-,sphingolipid C9-methyltransferase,20210605,-
1912939,64659280,F5891DRAFT_1144553,F5891DRAFT_1144553,-,-,Unknown,-,PIN domain-like protein,protein-coding,-,-,-,PIN domain-like protein,20210605,-
1912939,64659281,F5891DRAFT_1144744,F5891DRAFT_1144744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659282,F5891DRAFT_1144827,F5891DRAFT_1144827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659283,F5891DRAFT_114486,F5891DRAFT_114486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659284,F5891DRAFT_1144868,F5891DRAFT_1144868,-,-,Unknown,-,domain of Kin17 curved DNA-binding protein-domain-containing protein,protein-coding,-,-,-,domain of Kin17 curved DNA-binding protein-domain-containing protein,20210605,-
1912939,64659285,F5891DRAFT_1144874,F5891DRAFT_1144874,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
1912939,64659286,F5891DRAFT_1144902,F5891DRAFT_1144902,-,-,Unknown,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210605,-
1912939,64659287,F5891DRAFT_114491,F5891DRAFT_114491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659288,F5891DRAFT_1144913,F5891DRAFT_1144913,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659289,F5891DRAFT_1144947,F5891DRAFT_1144947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64659290,F5891DRAFT_1144993,F5891DRAFT_1144993,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659291,F5891DRAFT_1145002,F5891DRAFT_1145002,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20210605,-
1912939,64659292,F5891DRAFT_1145009,F5891DRAFT_1145009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659293,F5891DRAFT_1145012,F5891DRAFT_1145012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64659294,F5891DRAFT_1145216,F5891DRAFT_1145216,-,-,Unknown,-,Aldehyde/histidinol dehydrogenase,protein-coding,-,-,-,Aldehyde/histidinol dehydrogenase,20210605,-
1912939,64659295,F5891DRAFT_1145222,F5891DRAFT_1145222,-,-,Unknown,-,3-oxoacid CoA-transferase,protein-coding,-,-,-,3-oxoacid CoA-transferase,20210605,-
1912939,64659296,F5891DRAFT_1145245,F5891DRAFT_1145245,-,-,Unknown,-,PRP38 family-domain-containing protein,protein-coding,-,-,-,PRP38 family-domain-containing protein,20210605,-
