#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5855,5471212,PVX_087090,PVX_087090,-,-,7,-,"aspartyl aminopeptidase, putative",protein-coding,-,-,-,"aspartyl aminopeptidase, putative",20200923,-
5855,5472956,PVX_079880,PVX_079880,-,-,10,-,"ubiquitin carboxyl-terminal hydrolase, putative",protein-coding,-,-,-,"ubiquitin carboxyl-terminal hydrolase, putative",20200926,-
5855,5472957,PVX_079885,PVX_079885,-,-,10,-,"ubiquitin-conjugating enzyme E2, putative",protein-coding,-,-,-,"ubiquitin-conjugating enzyme E2, putative",20200923,-
5855,5472958,PVX_079890,PVX_079890,-,-,10,-,"DNA replication licensing factor MCM3, putative",protein-coding,-,-,-,"DNA replication licensing factor MCM3, putative",20200926,-
5855,5472959,PVX_079895,PVX_079895,-,-,10,-,"transmembrane protein, putative",protein-coding,-,-,-,"transmembrane protein, putative",20200918,-
5855,5472960,PVX_079900,PVX_079900,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472961,PVX_079905,PVX_079905,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472962,PVX_079910,PVX_079910,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472963,PVX_079915,PVX_079915,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5472964,PVX_079920,PVX_079920,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472965,PVX_079925,PVX_079925,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472966,PVX_079930,PVX_079930,-,-,10,-,"WD domain, G-beta repeat domain containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain containing protein",20200926,-
5855,5472967,PVX_079935,PVX_079935,-,-,10,-,"Arf GTP-ase activating protein, putative",protein-coding,-,-,-,"Arf GTP-ase activating protein, putative",20200918,-
5855,5472968,PVX_079940,PVX_079940,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472969,PVX_079945,PVX_079945,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5472970,PVX_079950,PVX_079950,-,-,10,-,"serine/threonine-protein kinase Nek1, putative",protein-coding,-,-,-,"serine/threonine-protein kinase Nek1, putative",20200918,-
5855,5472971,PVX_079955,PVX_079955,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5472972,PVX_079960,PVX_079960,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472973,PVX_079965,PVX_079965,-,-,10,-,"RNA methyltransferase, putative",protein-coding,-,-,-,"RNA methyltransferase, putative",20200918,-
5855,5472974,PVX_079970,PVX_079970,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472975,PVX_079975,PVX_079975,-,-,10,-,"G-protein coupled receptor, putative",protein-coding,-,-,-,"G-protein coupled receptor, putative",20200923,-
5855,5472976,PVX_079980,PVX_079980,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472977,PVX_079985,PVX_079985,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472978,PVX_079990,PVX_079990,-,-,10,-,"long-chain fatty acid CoA ligase, putative",protein-coding,-,-,-,"long-chain fatty acid CoA ligase, putative",20200918,-
5855,5472979,PVX_079995,PVX_079995,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472980,PVX_080000,PVX_080000,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472981,PVX_080005,PVX_080005,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472982,PVX_080010,PVX_080010,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472983,PVX_080015,PVX_080015,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472984,PVX_080020,PVX_080020,-,-,10,-,"50S ribosomal subunit protein L12, putative",protein-coding,-,-,-,"50S ribosomal subunit protein L12, putative",20200918,-
5855,5472985,PVX_080025,PVX_080025,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472986,PVX_080030,PVX_080030,-,-,10,-,"developmentally regulated GTP-binding protein 1, putative",protein-coding,-,-,-,"developmentally regulated GTP-binding protein 1, putative",20200926,-
5855,5472987,PVX_080035,PVX_080035,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472988,PVX_080040,PVX_080040,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472989,PVX_080045,PVX_080045,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472990,PVX_080050,PVX_080050,-,-,10,-,"karyopherin beta, putative",protein-coding,-,-,-,"karyopherin beta, putative",20200926,-
5855,5472991,PVX_080055,PVX_080055,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472992,PVX_080060,PVX_080060,-,-,10,-,"metal transporter, putative",protein-coding,-,-,-,"metal transporter, putative",20200918,-
5855,5472993,PVX_080065,PVX_080065,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472994,PVX_080070,PVX_080070,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472995,PVX_080080,PVX_080080,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5472996,PVX_080075,PVX_080075,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472997,PVX_080085,PVX_080085,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472998,PVX_080090,PVX_080090,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5472999,PVX_080095,PVX_080095,-,-,10,-,"mitochondrial processing peptidase alpha subunit, putative",protein-coding,-,-,-,"mitochondrial processing peptidase alpha subunit, putative",20200926,-
5855,5473000,PVX_080100,PVX_080100,-,-,10,-,multidrug resistance protein (mdr1),protein-coding,-,-,-,multidrug resistance protein (mdr1),20200926,-
5855,5473001,PVX_080105,PVX_080105,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473002,PVX_080110,PVX_080110,-,-,10,-,"G10 protein, putative",protein-coding,-,-,-,"G10 protein, putative",20210129,-
5855,5473003,PVX_080115,PVX_080115,-,-,10,-,"Iron-sulfur cluster assembly accessory protein, putative",protein-coding,-,-,-,"Iron-sulfur cluster assembly accessory protein, putative",20200918,-
5855,5473004,PVX_080120,PVX_080120,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473005,PVX_080125,PVX_080125,-,-,10,-,"50S ribosomal protein L17, putative",protein-coding,-,-,-,"50S ribosomal protein L17, putative",20200918,-
5855,5473006,PVX_080130,PVX_080130,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473007,PVX_080135,PVX_080135,-,-,10,-,"s-adenosylmethionine-dependent methyltransferase, putative",protein-coding,-,-,-,"s-adenosylmethionine-dependent methyltransferase, putative",20200926,-
5855,5473008,PVX_080140,PVX_080140,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473009,PVX_080145,PVX_080145,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473010,PVX_080150,PVX_080150,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473011,PVX_080155,PVX_080155,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473012,PVX_080160,PVX_080160,-,-,10,-,DEAD-box subfamily ATP-dependant helicase,protein-coding,-,-,-,DEAD-box subfamily ATP-dependant helicase,20200918,-
5855,5473013,PVX_080165,PVX_080165,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473014,PVX_080170,PVX_080170,-,-,10,-,"ribosomal large subunit pseudouridylate synthase, putative",protein-coding,-,-,-,"ribosomal large subunit pseudouridylate synthase, putative",20200918,-
5855,5473015,PVX_080175,PVX_080175,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473016,PVX_080180,PVX_080180,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473017,PVX_080185,PVX_080185,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473018,PVX_080190,PVX_080190,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473019,PVX_080195,PVX_080195,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473020,PVX_080200,PVX_080200,-,-,10,-,"adenosylhomocysteinase(S-adenosyl-L-homocystein e hydrolase), putative",protein-coding,-,-,-,"adenosylhomocysteinase(S-adenosyl-L-homocystein e hydrolase), putative",20200926,-
5855,5473021,PVX_080205,PVX_080205,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473022,PVX_080207,PVX_080207,-,-,10,-,tRNA,tRNA,-,-,-,-,20200918,-
5855,5473023,PVX_080215,PVX_080215,-,-,10,-,"BIS(5'-nucleosyl)-tetraphosphatase, putative",protein-coding,-,-,-,"BIS(5'-nucleosyl)-tetraphosphatase, putative",20200926,-
5855,5473024,PVX_080220,PVX_080220,-,-,10,-,"phosphomethylpyrimidine kinase, putative",protein-coding,-,-,-,"phosphomethylpyrimidine kinase, putative",20200923,-
5855,5473025,PVX_080225,PVX_080225,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473026,PVX_080230,PVX_080230,-,-,10,-,"U6 snRNA-associated Sm-like protein LSm4, putative",protein-coding,-,-,-,"U6 snRNA-associated Sm-like protein LSm4, putative",20200923,-
5855,5473027,PVX_080235,PVX_080235,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473028,PVX_080240,PVX_080240,-,-,10,-,"protein phosphatase 2c, putative",protein-coding,-,-,-,"protein phosphatase 2c, putative",20200926,-
5855,5473029,PVX_080245,PVX_080245,-,-,10,-,"40S ribosomal protein S9, putative",protein-coding,-,-,-,"40S ribosomal protein S9, putative",20200926,-
5855,5473030,PVX_080250,PVX_080250,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473031,PVX_080255,PVX_080255,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473032,PVX_080260,PVX_080260,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473033,PVX_080265,PVX_080265,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473034,PVX_080270,PVX_080270,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473035,PVX_080272,PVX_080272,-,-,10,-,tRNA,tRNA,-,-,-,-,20200918,-
5855,5473036,PVX_080280,PVX_080280,-,-,10,-,"cytochrome c oxidase assembly protein (heme A: farnesyltransferase), putative",protein-coding,-,-,-,"cytochrome c oxidase assembly protein (heme A: farnesyltransferase), putative",20200923,-
5855,5473037,PVX_080285,PVX_080285,-,-,10,-,"vacuolar ATP synthetase, putative",protein-coding,-,-,-,"vacuolar ATP synthetase, putative",20200923,-
5855,5473038,PVX_080290,PVX_080290,-,-,10,-,"50S ribosomal subunit protein L14, putative",protein-coding,-,-,-,"50S ribosomal subunit protein L14, putative",20200918,-
5855,5473039,PVX_080295,PVX_080295,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473040,PVX_080300,PVX_080300,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473041,PVX_080305,PVX_080305,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473042,PVX_080310,PVX_080310,-,-,10,-,"RNA-binding protein, putative",protein-coding,-,-,-,"RNA-binding protein, putative",20200918,-
5855,5473043,PVX_080315,PVX_080315,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473044,PVX_080320,PVX_080320,-,-,10,-,"pre-mRNA splicing factor RNA helicase PRP28, putative",protein-coding,-,-,-,"pre-mRNA splicing factor RNA helicase PRP28, putative",20200918,-
5855,5473045,PVX_080325,PVX_080325,-,-,10,-,"cyclin2 related protein, putative",protein-coding,-,-,-,"cyclin2 related protein, putative",20200918,-
5855,5473046,PVX_080330,PVX_080330,-,-,10,-,"proteasome subunit beta type 1, putative",protein-coding,-,-,-,"proteasome subunit beta type 1, putative",20200926,-
5855,5473047,PVX_080335,PVX_080335,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473048,PVX_080340,PVX_080340,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473049,PVX_080345,PVX_080345,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473050,PVX_080350,PVX_080350,-,-,10,-,"zinc finger protein, putative",protein-coding,-,-,-,"zinc finger protein, putative",20200926,-
5855,5473051,PVX_080355,PVX_080355,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5473052,PVX_080360,PVX_080360,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473053,PVX_080365,PVX_080365,-,-,10,-,"Eukaryotic translation initiation factor 3 subunit 9, putative",protein-coding,-,-,-,"Eukaryotic translation initiation factor 3 subunit 9, putative",20200923,-
5855,5473054,PVX_080370,PVX_080370,-,-,10,-,"f-actin capping protein beta subunit, putative",protein-coding,-,-,-,"f-actin capping protein beta subunit, putative",20200926,-
5855,5473055,PVX_080375,PVX_080375,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473056,PVX_080380,PVX_080380,-,-,10,-,"transcriptional regulator, putative",protein-coding,-,-,-,"transcriptional regulator, putative",20200923,-
5855,5473057,PVX_080385,PVX_080385,-,-,10,-,"splicing factor, arginine/serine-rich 1, putative",protein-coding,-,-,-,"splicing factor, arginine/serine-rich 1, putative",20200926,-
5855,5473058,PVX_080390,PVX_080390,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473059,PVX_080395,PVX_080395,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473060,PVX_080400,PVX_080400,-,-,10,-,"60S ribosomal protein L12, putative",protein-coding,-,-,-,"60S ribosomal protein L12, putative",20200926,-
5855,5473061,PVX_080405,PVX_080405,-,-,10,-,"60S ribosomal protein L8, putative",protein-coding,-,-,-,"60S ribosomal protein L8, putative",20200926,-
5855,5473062,PVX_080410,PVX_080410,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473063,PVX_080415,PVX_080415,-,-,10,-,"ubiquitin carboxyl-terminal hydrolase 2, putative",protein-coding,-,-,-,"ubiquitin carboxyl-terminal hydrolase 2, putative",20200918,-
5855,5473064,PVX_080420,PVX_080420,-,-,10,-,"MB2 protein, putative",protein-coding,-,-,-,"MB2 protein, putative",20200918,-
5855,5473065,PVX_080425,PVX_080425,-,-,10,-,"transporter, putative",protein-coding,-,-,-,"transporter, putative",20200923,-
5855,5473066,PVX_080430,PVX_080430,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473067,PVX_080435,PVX_080435,-,-,10,-,"tRNA pseudouridine synthase, putative",protein-coding,-,-,-,"tRNA pseudouridine synthase, putative",20200918,-
5855,5473068,PVX_080440,PVX_080440,-,-,10,-,"40S ribosomal protein S14-2, putative",protein-coding,-,-,-,"40S ribosomal protein S14-2, putative",20200923,-
5855,5473069,PVX_080445,PVX_080445,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473070,PVX_080450,PVX_080450,-,-,10,-,"nif-like protein, putative",protein-coding,-,-,-,"nif-like protein, putative",20200926,-
5855,5473071,PVX_080455,PVX_080455,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473072,PVX_080460,PVX_080460,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473073,PVX_080465,PVX_080465,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473074,PVX_080470,PVX_080470,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473075,PVX_080475,PVX_080475,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473076,PVX_080480,PVX_080480,-,-,10,-,"phosphatidylinositol 3-kinase, putative",protein-coding,-,-,-,"phosphatidylinositol 3-kinase, putative",20200918,-
5855,5473077,PVX_080485,PVX_080485,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473078,PVX_080490,PVX_080490,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473079,PVX_080495,PVX_080495,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473080,PVX_080500,PVX_080500,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473081,PVX_080505,PVX_080505,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473082,PVX_080510,PVX_080510,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473083,PVX_080515,PVX_080515,-,-,10,-,"ribose 5-phosphate epimerase, putative",protein-coding,-,-,-,"ribose 5-phosphate epimerase, putative",20200926,-
5855,5473084,PVX_080520,PVX_080520,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473085,PVX_080525,PVX_080525,-,-,10,-,"asparagine-tRNA ligase, putative",protein-coding,-,-,-,"asparagine-tRNA ligase, putative",20200918,-
5855,5473086,PVX_080530,PVX_080530,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473087,PVX_080535,PVX_080535,-,-,10,-,"UvrD/REP helicase, putative",protein-coding,-,-,-,"UvrD/REP helicase, putative",20200918,-
5855,5473088,PVX_080540,PVX_080540,-,-,10,-,"tubulin tyrosine ligase-like protein 1, putative",protein-coding,-,-,-,"tubulin tyrosine ligase-like protein 1, putative",20200918,-
5855,5473089,PVX_080545,PVX_080545,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473090,PVX_080550,PVX_080550,-,-,10,-,"small GTPase Rab1, putative",protein-coding,-,-,-,"small GTPase Rab1, putative",20200926,-
5855,5473091,PVX_080555,PVX_080555,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473092,PVX_080560,PVX_080560,-,-,10,-,"deoxyribodipyrimidine photolyase, putative",protein-coding,-,-,-,"deoxyribodipyrimidine photolyase, putative",20200918,-
5855,5473093,PVX_080565,PVX_080565,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473094,PVX_080570,PVX_080570,-,-,10,-,"GTP-binding protein, putative",protein-coding,-,-,-,"GTP-binding protein, putative",20200923,-
5855,5473095,PVX_080575,PVX_080575,-,-,10,-,"uridine phosphorylase, putative",protein-coding,-,-,-,"uridine phosphorylase, putative",20200926,-
5855,5473096,PVX_080580,PVX_080580,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473097,PVX_080585,PVX_080585,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473098,PVX_080590,PVX_080590,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473099,PVX_080595,PVX_080595,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473100,PVX_080600,PVX_080600,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473101,PVX_080605,PVX_080605,-,-,10,-,"orotate phosphoribosyltransferase, putative",protein-coding,-,-,-,"orotate phosphoribosyltransferase, putative",20200926,-
5855,5473102,PVX_080610,PVX_080610,-,-,10,-,"small GTPase Rab1A, putative",protein-coding,-,-,-,"small GTPase Rab1A, putative",20200923,-
5855,5473103,PVX_080615,PVX_080615,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473104,PVX_080620,PVX_080620,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473105,PVX_080625,PVX_080625,-,-,10,-,"CDK-activating kinase assembly factor, putative",protein-coding,-,-,-,"CDK-activating kinase assembly factor, putative",20200923,-
5855,5473106,PVX_080630,PVX_080630,-,-,10,-,"glutathione synthetase, putative",protein-coding,-,-,-,"glutathione synthetase, putative",20200918,-
5855,5473107,PVX_080635,PVX_080635,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473108,PVX_080640,PVX_080640,-,-,10,-,"prefoldin subunit 6, putative",protein-coding,-,-,-,"prefoldin subunit 6, putative",20200926,-
5855,5473109,PVX_080645,PVX_080645,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473110,PVX_080650,PVX_080650,-,-,10,-,"myo-inositol 1-phosphate synthase, putative",protein-coding,-,-,-,"myo-inositol 1-phosphate synthase, putative",20200918,-
5855,5473111,PVX_080655,PVX_080655,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473112,PVX_080660,PVX_080660,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473113,PVX_080665,PVX_080665,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473114,PVX_080670,PVX_080670,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473115,PVX_080675,PVX_080675,-,-,10,-,"stearoyl-CoA desaturase (acyl-CoA desaturase, faty acid desaturase), putative",protein-coding,-,-,-,"stearoyl-CoA desaturase (acyl-CoA desaturase, faty acid desaturase), putative",20200926,-
5855,5473116,PVX_080680,PVX_080680,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473117,PVX_080685,PVX_080685,-,-,10,-,"translationally controlled tumor protein, putative",protein-coding,-,-,-,"translationally controlled tumor protein, putative",20200923,-
5855,5473118,PVX_080690,PVX_080690,-,-,10,-,"WD-repeat potein, putative",protein-coding,-,-,-,"WD-repeat potein, putative",20200918,-
5855,5473119,PVX_080695,PVX_080695,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473120,PVX_080700,PVX_080700,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473121,PVX_080275,PVX_080275,-,-,10,-,"40S ribosomal protein S24, putative",protein-coding,-,-,-,"40S ribosomal protein S24, putative",20200923,-
5855,5473122,PVX_080209,PVX_080209,-,-,10,-,tRNA,tRNA,-,-,-,-,20200918,-
5855,5473123,PVX_080210,PVX_080210,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200926,-
5855,5473124,PVX_079750,PVX_079750,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473125,PVX_079695,PVX_079695,-,-,10,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
5855,5473126,PVX_079693,PVX_079693,-,-,10,-,small subunit 18S ribosomal RNA,rRNA,-,-,-,-,20200918,-
5855,5473127,PVX_079691,PVX_079691,-,-,10,-,miscRNA,miscRNA,-,-,-,-,20200918,-
5855,5473128,PVX_079687,PVX_079687,-,-,10,-,5.8S ribosomal RNA,rRNA,-,-,-,-,20200918,-
5855,5473129,PVX_079689,PVX_079689,-,-,10,-,miscRNA,miscRNA,-,-,-,-,20200918,-
5855,5473130,PVX_079685,PVX_079685,-,-,10,-,large subunit 28S ribosomal RNA,rRNA,-,-,-,-,20200918,-
5855,5473131,PVX_100530,PVX_100530,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5473132,PVX_100535,PVX_100535,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5473133,PVX_100540,PVX_100540,-,-,14,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5473134,PVX_100545,PVX_100545,-,-,14,-,"phenylalanyl-tRNA synthetase alpha chain, putative",protein-coding,-,-,-,"phenylalanyl-tRNA synthetase alpha chain, putative",20200918,-
5855,5473135,PVX_100550,PVX_100550,-,-,14,-,"chaperonin CPN60, mitochondrial precursor, putative",protein-coding,-,-,-,"chaperonin CPN60, mitochondrial precursor, putative",20200926,-
