#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2024309,40095696,FDJ03_gp001,FDJ03_gp001,Sf24_gp1,-,-,-,DNA end protector protein,protein-coding,-,-,-,DNA end protector protein,20200629,-
2024309,40095864,FDJ03_gp169,FDJ03_gp169,Sf24_gp169,-,-,-,RecA-like recombinase protein,protein-coding,-,-,-,RecA-like recombinase protein,20210129,-
2024309,40095865,FDJ03_gp170,FDJ03_gp170,Sf24_gp170,-,-,-,beta glucosyltransferase,protein-coding,-,-,-,beta glucosyltransferase,20200629,-
2024309,40095866,FDJ03_gp171,FDJ03_gp171,Sf24_gp171,-,-,-,dCMP hydroxymethylase,protein-coding,-,-,-,dCMP hydroxymethylase,20200629,-
2024309,40095867,FDJ03_gp172,FDJ03_gp172,Sf24_gp172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095868,FDJ03_gp173,FDJ03_gp173,Sf24_gp173,-,-,-,superinfection immunity protein,protein-coding,-,-,-,superinfection immunity protein,20210129,-
2024309,40095869,FDJ03_gp174,FDJ03_gp174,Sf24_gp174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095870,FDJ03_gp175,FDJ03_gp175,Sf24_gp175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095871,FDJ03_gp176,FDJ03_gp176,Sf24_gp176,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20200629,-
2024309,40095872,FDJ03_gp177,FDJ03_gp177,Sf24_gp177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095873,FDJ03_gp178,FDJ03_gp178,Sf24_gp178,-,-,-,translational repressor RegA,protein-coding,-,-,-,translational repressor RegA,20210212,-
2024309,40095874,FDJ03_gp179,FDJ03_gp179,Sf24_gp179,-,-,-,DNA polymerase clamp loader subunit A,protein-coding,-,-,-,DNA polymerase clamp loader subunit A,20201221,-
2024309,40095875,FDJ03_gp180,FDJ03_gp180,Sf24_gp180,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201221,-
2024309,40095876,FDJ03_gp181,FDJ03_gp181,Sf24_gp181,-,-,-,gp45 sliding clamp DNA polymerase,protein-coding,-,-,-,gp45 sliding clamp DNA polymerase,20201221,-
2024309,40095877,FDJ03_gp182,FDJ03_gp182,Sf24_gp182,-,-,-,RNA polymerase binding protein,protein-coding,-,-,-,RNA polymerase binding protein,20200629,-
2024309,40095878,FDJ03_gp183,FDJ03_gp183,Sf24_gp183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095879,FDJ03_gp184,FDJ03_gp184,Sf24_gp184,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20200629,-
2024309,40095880,FDJ03_gp185,FDJ03_gp185,Sf24_gp185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095881,FDJ03_gp186,FDJ03_gp186,Sf24_gp186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095882,FDJ03_gp187,FDJ03_gp187,Sf24_gp187,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20200629,-
2024309,40095883,FDJ03_gp188,FDJ03_gp188,Sf24_gp188,-,-,-,alpha glucosyltransferase,protein-coding,-,-,-,alpha glucosyltransferase,20200629,-
2024309,40095884,FDJ03_gp189,FDJ03_gp189,Sf24_gp189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095885,FDJ03_gp190,FDJ03_gp190,Sf24_gp190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095886,FDJ03_gp191,FDJ03_gp191,Sf24_gp191,-,-,-,a-gt.4 family protein,protein-coding,-,-,-,a-gt.4 family protein,20201221,-
2024309,40095887,FDJ03_gp192,FDJ03_gp192,Sf24_gp192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095888,FDJ03_gp193,FDJ03_gp193,Sf24_gp193,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20200629,-
2024309,40095889,FDJ03_gp194,FDJ03_gp194,Sf24_gp194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095890,FDJ03_gp195,FDJ03_gp195,Sf24_gp195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095891,FDJ03_gp196,FDJ03_gp196,Sf24_gp196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095892,FDJ03_gp197,FDJ03_gp197,Sf24_gp197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095893,FDJ03_gp198,FDJ03_gp198,Sf24_gp198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095894,FDJ03_gp199,FDJ03_gp199,Sf24_gp199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095895,FDJ03_gp200,FDJ03_gp200,Sf24_gp200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095896,FDJ03_gp201,FDJ03_gp201,Sf24_gp201,-,-,-,NrdH glutaredoxin,protein-coding,-,-,-,NrdH glutaredoxin,20210212,-
2024309,40095897,FDJ03_gp202,FDJ03_gp202,Sf24_gp202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095898,FDJ03_gp203,FDJ03_gp203,Sf24_gp203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095899,FDJ03_gp204,FDJ03_gp204,Sf24_gp204,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,protein-coding,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,20201221,-
2024309,40095900,FDJ03_gp205,FDJ03_gp205,Sf24_g205,-,-,-,"anaerobic NTP reductase, large subunit",protein-coding,-,-,-,"anaerobic NTP reductase, large subunit",20200629,-
2024309,40095901,FDJ03_gp206,FDJ03_gp206,Sf24_gp206,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20200629,-
2024309,40095902,FDJ03_gp207,FDJ03_gp207,Sf24_gp207,-,-,-,protease inhibitor,protein-coding,-,-,-,protease inhibitor,20200629,-
2024309,40095903,FDJ03_gp208,FDJ03_gp208,Sf24_gp208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095904,FDJ03_gp209,FDJ03_gp209,Sf24_gp209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095905,FDJ03_gp210,FDJ03_gp210,Sf24_gp210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095906,FDJ03_gp211,FDJ03_gp211,Sf24_gp211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095907,FDJ03_gp212,FDJ03_gp212,Sf24_gp212,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200629,-
2024309,40095908,FDJ03_gp213,FDJ03_gp213,Sf24_gp213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095909,FDJ03_gp214,FDJ03_gp214,Sf24_gp214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095910,FDJ03_gp215,FDJ03_gp215,Sf24_gp215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095911,FDJ03_gp216,FDJ03_gp216,Sf24_gp216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095912,FDJ03_gp217,FDJ03_gp217,Sf24_gp217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095913,FDJ03_gp218,FDJ03_gp218,Sf24_gp218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095914,FDJ03_gp219,FDJ03_gp219,Sf24_gp219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095915,FDJ03_gp220,FDJ03_gp220,Sf24_gp220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095916,FDJ03_gp221,FDJ03_gp221,Sf24_gp221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095917,FDJ03_gp222,FDJ03_gp222,Sf24_gp222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2024309,40095918,FDJ03_gp223,FDJ03_gp223,Sf24_gp223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095919,FDJ03_gp224,FDJ03_gp224,Sf24_gp224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095920,FDJ03_gp225,FDJ03_gp225,Sf24_gp225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095921,FDJ03_gp226,FDJ03_gp226,Sf24_gp226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095922,FDJ03_gp227,FDJ03_gp227,Sf24_gp227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095923,FDJ03_gp228,FDJ03_gp228,Sf24_gp228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095924,FDJ03_gp229,FDJ03_gp229,Sf24_gp229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095925,FDJ03_gp230,FDJ03_gp230,Sf24_gp230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095926,FDJ03_gp231,FDJ03_gp231,Sf24_gp231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095927,FDJ03_gp232,FDJ03_gp232,Sf24_gp232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095928,FDJ03_gp233,FDJ03_gp233,Sf24_gp233,-,-,-,"lysis inhibition regulator, rI",protein-coding,-,-,-,"lysis inhibition regulator, rI",20200629,-
2024309,40095929,FDJ03_gp234,FDJ03_gp234,Sf24_gp234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095930,FDJ03_gp235,FDJ03_gp235,Sf24_gp235,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20200629,-
2024309,40095931,FDJ03_gp236,FDJ03_gp236,Sf24_gp236,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095932,FDJ03_gp237,FDJ03_gp237,Sf24_gp237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095933,FDJ03_gp238,FDJ03_gp238,Sf24_gp238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
2024309,40095934,FDJ03_gp239,FDJ03_gp239,Sf24_gp239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095935,FDJ03_gp240,FDJ03_gp240,Sf24_gp240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095936,FDJ03_gp241,FDJ03_gp241,Sf24_gp241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095937,FDJ03_gp242,FDJ03_gp242,Sf24_gp242,-,-,-,valyl-tRNA synthetase modifier,protein-coding,-,-,-,valyl-tRNA synthetase modifier,20200629,-
2024309,40095938,FDJ03_gp243,FDJ03_gp243,Sf24_gp243,-,-,-,transglycosylase SLT domain-containing protein,protein-coding,-,-,-,transglycosylase SLT domain-containing protein,20201221,-
2024309,40095939,FDJ03_gp244,FDJ03_gp244,Sf24_gp244,-,-,-,site-specific RNA endonuclease,protein-coding,-,-,-,site-specific RNA endonuclease,20210212,-
2024309,40095940,FDJ03_gp245,FDJ03_gp245,Sf24_gp245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095941,FDJ03_gp246,FDJ03_gp246,Sf24_gp246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095942,FDJ03_gp247,FDJ03_gp247,Sf24_gp247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095943,FDJ03_gp248,FDJ03_gp248,Sf24_gp248,-,-,-,autonomous glycyl radical cofactor GrcA,protein-coding,-,-,-,autonomous glycyl radical cofactor GrcA,20201221,-
2024309,40095944,FDJ03_gp249,FDJ03_gp249,Sf24_gp249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095945,FDJ03_gp250,FDJ03_gp250,Sf24_gp250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095946,FDJ03_gp251,FDJ03_gp251,Sf24_gp251,-,-,-,internal head protein,protein-coding,-,-,-,internal head protein,20200629,-
2024309,40095947,FDJ03_gp252,FDJ03_gp252,Sf24_gp252,-,-,-,endonuclease V,protein-coding,-,-,-,endonuclease V,20210327,-
2024309,40095948,FDJ03_gp253,FDJ03_gp253,Sf24_gp253,-,-,-,glycoside hydrolase family protein,protein-coding,-,-,-,glycoside hydrolase family protein,20201221,-
2024309,40095949,FDJ03_gp254,FDJ03_gp254,Sf24_gp254,-,-,-,nudix hydrolase,protein-coding,-,-,-,nudix hydrolase,20200629,-
2024309,40095950,FDJ03_gp255,FDJ03_gp255,Sf24_gp255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095951,FDJ03_gp256,FDJ03_gp256,Sf24_gp256,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095952,FDJ03_gp257,FDJ03_gp257,Sf24_gp257,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095953,FDJ03_gp258,FDJ03_gp258,Sf24_gp258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095954,FDJ03_gp259,FDJ03_gp259,Sf24_gp259,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095955,FDJ03_gp260,FDJ03_gp260,Sf24_gp260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095956,FDJ03_gp261,FDJ03_gp261,Sf24_gp261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095957,FDJ03_gp262,FDJ03_gp262,Sf24_gp262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095958,FDJ03_gt001,FDJ03_gt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095959,FDJ03_gp270,FDJ03_gp270,Sf24_gp264,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095960,FDJ03_gp269,FDJ03_gp269,Sf24_gp265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095961,FDJ03_gp268,FDJ03_gp268,Sf24_gp266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095962,FDJ03_gp267,FDJ03_gp267,Sf24_gp267,-,-,-,putative internal head protein,protein-coding,-,-,-,putative internal head protein,20200629,-
2024309,40095963,FDJ03_gp266,FDJ03_gp266,Sf24_gp268,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40095964,FDJ03_gp265,FDJ03_gp265,Sf24_gp269,-,-,-,chaperone for tail fiber formation,protein-coding,-,-,-,chaperone for tail fiber formation,20200629,-
2024309,40095965,FDJ03_gp264,FDJ03_gp264,Sf24_gp270,-,-,-,deoxynucleoside monophosphate kinase,protein-coding,-,-,-,deoxynucleoside monophosphate kinase,20200629,-
2024309,40095966,FDJ03_gp263,FDJ03_gp263,Sf24_gp271,-,-,-,tail protein,protein-coding,-,-,-,tail protein,20201221,-
2024309,40095967,FDJ03_gt002,FDJ03_gt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095968,FDJ03_gt003,FDJ03_gt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095969,FDJ03_gt004,FDJ03_gt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095970,FDJ03_gt005,FDJ03_gt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095971,FDJ03_gt006,FDJ03_gt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095972,FDJ03_gt007,FDJ03_gt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095973,FDJ03_gt008,FDJ03_gt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095974,FDJ03_gt009,FDJ03_gt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095975,FDJ03_gt010,FDJ03_gt010,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2024309,40095976,FDJ03_gp271,FDJ03_gp271,Sf24_gp263,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2024309,40120468,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
