#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
947379,54982494,HOS05_gp030,HOS05_gp030,HOS05_000030,-,-,-,structural component of the tail fiber,protein-coding,-,-,-,structural component of the tail fiber,20210603,-
947379,65133896,HOS05_gp187,HOS05_gp187,HOS05_000187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133897,HOS05_gp188,HOS05_gp188,HOS05_000188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133898,HOS05_gp189,HOS05_gp189,HOS05_000189,-,-,-,DUF1642 domain-containing protein,protein-coding,-,-,-,DUF1642 domain-containing protein,20210603,-
947379,65133899,HOS05_gp190,HOS05_gp190,HOS05_000190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133900,HOS05_gp191,HOS05_gp191,HOS05_000191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133901,HOS05_gp192,HOS05_gp192,HOS05_000192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133902,HOS05_gp193,HOS05_gp193,HOS05_000193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133903,HOS05_gp194,HOS05_gp194,HOS05_000194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133904,HOS05_gp195,HOS05_gp195,HOS05_000195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133905,HOS05_gp196,HOS05_gp196,HOS05_000196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133906,HOS05_gp197,HOS05_gp197,HOS05_000197,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210603,-
947379,65133907,HOS05_gp198,HOS05_gp198,HOS05_000198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133908,HOS05_gp199,HOS05_gp199,HOS05_000199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133909,HOS05_gp200,HOS05_gp200,HOS05_000200,-,-,-,anti-proliferative protein,protein-coding,-,-,-,anti-proliferative protein,20210603,-
947379,65133910,HOS05_gp201,HOS05_gp201,HOS05_000201,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210603,-
947379,65133911,HOS05_gp202,HOS05_gp202,HOS05_000202,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210603,-
947379,65133912,HOS05_gp203,HOS05_gp203,HOS05_000203,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210603,-
947379,65133913,HOS05_gp204,HOS05_gp204,HOS05_000204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133914,HOS05_gp205,HOS05_gp205,HOS05_000205,-,-,-,scaffolding protein,protein-coding,-,-,-,scaffolding protein,20210603,-
947379,65133915,HOS05_gp206,HOS05_gp206,HOS05_000206,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210603,-
947379,65133916,HOS05_gp207,HOS05_gp207,HOS05_000207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133917,HOS05_gp208,HOS05_gp208,HOS05_000208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133918,HOS05_gp209,HOS05_gp209,HOS05_000209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133919,HOS05_gp210,HOS05_gp210,HOS05_000210,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20210603,-
947379,65133920,HOS05_gp211,HOS05_gp211,HOS05_000211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133921,HOS05_gp212,HOS05_gp212,HOS05_000212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133922,HOS05_gp001,HOS05_gp001,HOS05_000001,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20210603,-
