#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
325777,58113918,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200803,-
325777,61839309,XavaCFBP5823_RS04745,XavaCFBP5823_RS04745,XavaCFBP5823_04710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839310,XavaCFBP5823_RS04750,XavaCFBP5823_RS04750,XavaCFBP5823_04715,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20201229,-
325777,61839311,cydB,XavaCFBP5823_RS04755,XavaCFBP5823_04720,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839312,XavaCFBP5823_RS04760,XavaCFBP5823_RS04760,XavaCFBP5823_04725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839313,XavaCFBP5823_RS04765,XavaCFBP5823_RS04765,XavaCFBP5823_04730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839314,XavaCFBP5823_RS04770,XavaCFBP5823_RS04770,XavaCFBP5823_04735,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201229,-
325777,61839315,XavaCFBP5823_RS04775,XavaCFBP5823_RS04775,XavaCFBP5823_04740,-,-,-,acetyl-CoA hydrolase,protein-coding,-,-,-,acetyl-CoA hydrolase,20201229,-
325777,61839316,XavaCFBP5823_RS04780,XavaCFBP5823_RS04780,XavaCFBP5823_04745,-,-,-,phosphatidylinositol-specific phospholipase C1-like protein,protein-coding,-,-,-,phosphatidylinositol-specific phospholipase C1-like protein,20201229,-
325777,61839317,XavaCFBP5823_RS04785,XavaCFBP5823_RS04785,XavaCFBP5823_04750,-,-,-,TonB-dependent receptor,protein-coding,-,-,-,TonB-dependent receptor,20201229,-
325777,61839318,XavaCFBP5823_RS04790,XavaCFBP5823_RS04790,XavaCFBP5823_04755,-,-,-,"murein L,D-transpeptidase",protein-coding,-,-,-,"murein L,D-transpeptidase",20201229,-
325777,61839319,XavaCFBP5823_RS04795,XavaCFBP5823_RS04795,XavaCFBP5823_04760,-,-,-,M23 family metallopeptidase,protein-coding,-,-,-,M23 family metallopeptidase,20201229,-
325777,61839320,fhuE,XavaCFBP5823_RS04800,XavaCFBP5823_04765,-,-,-,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,protein-coding,-,-,-,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,20201229,-
325777,61839321,tkt,XavaCFBP5823_RS04805,XavaCFBP5823_04770,-,-,-,transketolase,protein-coding,-,-,-,transketolase,20201229,-
325777,61839322,XavaCFBP5823_RS04810,XavaCFBP5823_RS04810,XavaCFBP5823_04775,-,-,-,cation:dicarboxylase symporter family transporter,protein-coding,-,-,-,cation:dicarboxylase symporter family transporter,20201227,-
325777,61839323,XavaCFBP5823_RS04820,XavaCFBP5823_RS04820,XavaCFBP5823_04785,-,-,-,BatD family protein,protein-coding,-,-,-,BatD family protein,20201229,-
325777,61839324,XavaCFBP5823_RS04825,XavaCFBP5823_RS04825,XavaCFBP5823_04790,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20201229,-
325777,61839325,XavaCFBP5823_RS04830,XavaCFBP5823_RS04830,XavaCFBP5823_04795,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20201229,-
325777,61839326,XavaCFBP5823_RS04835,XavaCFBP5823_RS04835,XavaCFBP5823_04800,-,-,-,DUF4381 domain-containing protein,protein-coding,-,-,-,DUF4381 domain-containing protein,20201229,-
325777,61839327,XavaCFBP5823_RS04840,XavaCFBP5823_RS04840,XavaCFBP5823_04805,-,-,-,DUF58 domain-containing protein,protein-coding,-,-,-,DUF58 domain-containing protein,20201229,-
325777,61839328,XavaCFBP5823_RS04845,XavaCFBP5823_RS04845,XavaCFBP5823_04810,-,-,-,MoxR family ATPase,protein-coding,-,-,-,MoxR family ATPase,20201229,-
325777,61839329,XavaCFBP5823_RS04850,XavaCFBP5823_RS04850,XavaCFBP5823_04815,-,-,-,type IV pilus secretin PilQ family protein,protein-coding,-,-,-,type IV pilus secretin PilQ family protein,20201229,-
325777,61839330,XavaCFBP5823_RS04855,XavaCFBP5823_RS04855,XavaCFBP5823_04820,-,-,-,pilus assembly protein PilP,protein-coding,-,-,-,pilus assembly protein PilP,20201230,-
325777,61839331,XavaCFBP5823_RS04860,XavaCFBP5823_RS04860,XavaCFBP5823_04825,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839332,XavaCFBP5823_RS04865,XavaCFBP5823_RS04865,XavaCFBP5823_04830,-,-,-,PilN domain-containing protein,protein-coding,-,-,-,PilN domain-containing protein,20201229,-
325777,61839333,XavaCFBP5823_RS04870,XavaCFBP5823_RS04870,XavaCFBP5823_04835,-,-,-,type IV pilus assembly protein PilM,protein-coding,-,-,-,type IV pilus assembly protein PilM,20201227,-
325777,61839334,XavaCFBP5823_RS04875,XavaCFBP5823_RS04875,XavaCFBP5823_04840,-,-,-,penicillin-binding protein 1A,protein-coding,-,-,-,penicillin-binding protein 1A,20210123,-
325777,61839335,XavaCFBP5823_RS04880,XavaCFBP5823_RS04880,XavaCFBP5823_04845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839336,XavaCFBP5823_RS04885,XavaCFBP5823_RS04885,XavaCFBP5823_04850,-,-,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20201229,-
325777,61839337,XavaCFBP5823_RS04890,XavaCFBP5823_RS04890,XavaCFBP5823_04855,-,-,-,type B 50S ribosomal protein L31,protein-coding,-,-,-,type B 50S ribosomal protein L31,20201229,-
325777,61839338,XavaCFBP5823_RS04895,XavaCFBP5823_RS04895,XavaCFBP5823_04860,-,-,-,nucleoside hydrolase,protein-coding,-,-,-,nucleoside hydrolase,20201229,-
325777,61839339,recG,XavaCFBP5823_RS04900,XavaCFBP5823_04865,-,-,-,ATP-dependent DNA helicase RecG,protein-coding,-,-,-,ATP-dependent DNA helicase RecG,20201229,-
325777,61839340,XavaCFBP5823_RS04905,XavaCFBP5823_RS04905,XavaCFBP5823_04870,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201229,-
325777,61839341,XavaCFBP5823_RS04910,XavaCFBP5823_RS04910,XavaCFBP5823_04875,-,-,-,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",protein-coding,-,-,-,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",20201229,-
325777,61839342,rpoZ,XavaCFBP5823_RS04915,XavaCFBP5823_04880,-,-,-,DNA-directed RNA polymerase subunit omega,protein-coding,-,-,-,DNA-directed RNA polymerase subunit omega,20201230,-
325777,61839343,gmk,XavaCFBP5823_RS04920,XavaCFBP5823_04885,-,-,-,guanylate kinase,protein-coding,-,-,-,guanylate kinase,20201230,-
325777,61839344,XavaCFBP5823_RS04925,XavaCFBP5823_RS04925,XavaCFBP5823_04890,-,-,-,YicC family protein,protein-coding,-,-,-,YicC family protein,20201229,-
325777,61839345,rph,XavaCFBP5823_RS04930,XavaCFBP5823_04895,-,-,-,ribonuclease PH,protein-coding,-,-,-,ribonuclease PH,20201229,-
325777,61839346,XavaCFBP5823_RS04935,XavaCFBP5823_RS04935,XavaCFBP5823_04900,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20201229,-
325777,61839347,rdgB,XavaCFBP5823_RS04940,XavaCFBP5823_04905,-,-,-,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,protein-coding,-,-,-,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,20201229,-
325777,61839348,hemW,XavaCFBP5823_RS04945,XavaCFBP5823_04910,-,-,-,radical SAM family heme chaperone HemW,protein-coding,-,-,-,radical SAM family heme chaperone HemW,20201229,-
325777,61839349,XavaCFBP5823_RS04950,XavaCFBP5823_RS04950,XavaCFBP5823_04915,-,-,-,DUF1631 domain-containing protein,protein-coding,-,-,-,DUF1631 domain-containing protein,20201229,-
325777,61839350,XavaCFBP5823_RS04955,XavaCFBP5823_RS04955,XavaCFBP5823_04920,-,-,-,PilZ domain-containing protein,protein-coding,-,-,-,PilZ domain-containing protein,20201229,-
325777,61839351,pepQ,XavaCFBP5823_RS04960,XavaCFBP5823_04925,-,-,-,Xaa-Pro dipeptidase,protein-coding,-,-,-,Xaa-Pro dipeptidase,20201229,-
325777,61839352,XavaCFBP5823_RS04965,XavaCFBP5823_RS04965,XavaCFBP5823_04930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839353,XavaCFBP5823_RS04970,XavaCFBP5823_RS04970,XavaCFBP5823_04935,-,-,-,aminopeptidase P N-terminal domain-containing protein,protein-coding,-,-,-,aminopeptidase P N-terminal domain-containing protein,20201229,-
325777,61839354,XavaCFBP5823_RS04975,XavaCFBP5823_RS04975,XavaCFBP5823_04940,-,-,-,YecA family protein,protein-coding,-,-,-,YecA family protein,20201229,-
325777,61839355,XavaCFBP5823_RS04980,XavaCFBP5823_RS04980,XavaCFBP5823_04945,-,-,-,TIGR02449 family protein,protein-coding,-,-,-,TIGR02449 family protein,20201230,-
325777,61839356,XavaCFBP5823_RS04985,XavaCFBP5823_RS04985,XavaCFBP5823_04950,-,-,-,cell division protein ZapA,protein-coding,-,-,-,cell division protein ZapA,20210417,-
325777,61839357,ssrS,XavaCFBP5823_RS04990,XavaCFBP5823_04955,-,-,-,ncRNA,ncRNA,-,-,-,-,20201227,-
325777,61839358,XavaCFBP5823_RS04995,XavaCFBP5823_RS04995,XavaCFBP5823_04960,-,-,-,5-formyltetrahydrofolate cyclo-ligase,protein-coding,-,-,-,5-formyltetrahydrofolate cyclo-ligase,20201229,-
325777,61839359,XavaCFBP5823_RS05000,XavaCFBP5823_RS05000,XavaCFBP5823_04965,-,-,-,EVE domain-containing protein,protein-coding,-,-,-,EVE domain-containing protein,20201229,-
325777,61839360,rpiA,XavaCFBP5823_RS05005,XavaCFBP5823_04970,-,-,-,ribose-5-phosphate isomerase RpiA,protein-coding,-,-,-,ribose-5-phosphate isomerase RpiA,20201229,-
325777,61839361,XavaCFBP5823_RS05010,XavaCFBP5823_RS05010,XavaCFBP5823_04975,-,-,-,DUF192 domain-containing protein,protein-coding,-,-,-,DUF192 domain-containing protein,20201229,-
325777,61839362,XavaCFBP5823_RS05015,XavaCFBP5823_RS05015,XavaCFBP5823_04980,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20201229,-
325777,61839363,XavaCFBP5823_RS05020,XavaCFBP5823_RS05020,XavaCFBP5823_04985,-,-,-,rubredoxin,protein-coding,-,-,-,rubredoxin,20201229,-
325777,61839364,XavaCFBP5823_RS05025,XavaCFBP5823_RS05025,XavaCFBP5823_04990,-,-,-,thiamine phosphate synthase,protein-coding,-,-,-,thiamine phosphate synthase,20201229,-
325777,61839365,hemL,XavaCFBP5823_RS05035,XavaCFBP5823_05005,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",protein-coding,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",20201229,-
325777,61839366,XavaCFBP5823_RS05040,XavaCFBP5823_RS05040,XavaCFBP5823_05010,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839367,azu,XavaCFBP5823_RS05045,XavaCFBP5823_05015,-,-,-,azurin,protein-coding,-,-,-,azurin,20201229,-
325777,61839368,XavaCFBP5823_RS05050,XavaCFBP5823_RS05050,XavaCFBP5823_05020,-,-,-,pyridoxal phosphate-dependent aminotransferase,protein-coding,-,-,-,pyridoxal phosphate-dependent aminotransferase,20201229,-
325777,61839369,XavaCFBP5823_RS05055,XavaCFBP5823_RS05055,XavaCFBP5823_05025,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201229,-
325777,61839370,XavaCFBP5823_RS05060,XavaCFBP5823_RS05060,XavaCFBP5823_05030,-,-,-,cytochrome c,protein-coding,-,-,-,cytochrome c,20201229,-
325777,61839371,XavaCFBP5823_RS05065,XavaCFBP5823_RS05065,XavaCFBP5823_05035,-,-,-,flavin monoamine oxidase family protein,protein-coding,-,-,-,flavin monoamine oxidase family protein,20210123,-
325777,61839372,XavaCFBP5823_RS05070,XavaCFBP5823_RS05070,XavaCFBP5823_05040,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839373,XavaCFBP5823_RS05075,XavaCFBP5823_RS05075,XavaCFBP5823_05045,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20201229,-
325777,61839374,XavaCFBP5823_RS05080,XavaCFBP5823_RS05080,XavaCFBP5823_05050,-,-,-,acetylornithine transaminase,protein-coding,-,-,-,acetylornithine transaminase,20201229,-
325777,61839375,XavaCFBP5823_RS05085,XavaCFBP5823_RS05085,XavaCFBP5823_05055,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839376,XavaCFBP5823_RS05090,XavaCFBP5823_RS05090,XavaCFBP5823_05060,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839377,XavaCFBP5823_RS05095,XavaCFBP5823_RS05095,XavaCFBP5823_05065,-,-,-,ncRNA,ncRNA,-,-,-,-,20201227,-
325777,61839378,XavaCFBP5823_RS05100,XavaCFBP5823_RS05100,XavaCFBP5823_05070,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839379,XavaCFBP5823_RS05105,XavaCFBP5823_RS05105,XavaCFBP5823_05075,-,-,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20201229,-
325777,61839380,XavaCFBP5823_RS05110,XavaCFBP5823_RS05110,XavaCFBP5823_05080,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20201229,-
325777,61839381,XavaCFBP5823_RS05115,XavaCFBP5823_RS05115,XavaCFBP5823_05085,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201229,-
325777,61839382,XavaCFBP5823_RS05120,XavaCFBP5823_RS05120,XavaCFBP5823_05090,-,-,-,LON peptidase substrate-binding domain-containing protein,protein-coding,-,-,-,LON peptidase substrate-binding domain-containing protein,20201229,-
325777,61839383,mpl,XavaCFBP5823_RS05125,XavaCFBP5823_05095,-,-,-,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,protein-coding,-,-,-,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,20201227,-
325777,61839384,XavaCFBP5823_RS05130,XavaCFBP5823_RS05130,XavaCFBP5823_05100,-,-,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20201229,-
325777,61839385,XavaCFBP5823_RS05135,XavaCFBP5823_RS05135,XavaCFBP5823_05105,-,-,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201229,-
325777,61839386,XavaCFBP5823_RS05140,XavaCFBP5823_RS05140,XavaCFBP5823_05110,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839387,XavaCFBP5823_RS05145,XavaCFBP5823_RS05145,XavaCFBP5823_05115,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839388,XavaCFBP5823_RS05150,XavaCFBP5823_RS05150,XavaCFBP5823_05120,-,-,-,trypsin-like peptidase domain-containing protein,protein-coding,-,-,-,trypsin-like peptidase domain-containing protein,20201229,-
325777,61839389,tssC,XavaCFBP5823_RS05155,XavaCFBP5823_05125,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839390,tssB,XavaCFBP5823_RS05160,XavaCFBP5823_05130,-,-,-,type VI secretion system contractile sheath small subunit,protein-coding,-,-,-,type VI secretion system contractile sheath small subunit,20201229,-
325777,61839391,XavaCFBP5823_RS05165,XavaCFBP5823_RS05165,XavaCFBP5823_05135,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839392,XavaCFBP5823_RS05170,XavaCFBP5823_RS05170,XavaCFBP5823_05140,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20201229,-
325777,61839393,XavaCFBP5823_RS05175,XavaCFBP5823_RS05175,XavaCFBP5823_05145,-,-,-,sugar O-acetyltransferase,protein-coding,-,-,-,sugar O-acetyltransferase,20201229,-
325777,61839394,XavaCFBP5823_RS05180,XavaCFBP5823_RS05180,XavaCFBP5823_05150,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839395,XavaCFBP5823_RS05185,XavaCFBP5823_RS05185,XavaCFBP5823_05155,-,-,-,ncRNA,ncRNA,-,-,-,-,20201227,-
325777,61839396,uvrD,XavaCFBP5823_RS05190,XavaCFBP5823_05160|mutU|recL,-,-,-,DNA helicase II,protein-coding,-,-,-,DNA helicase II,20201229,-
325777,61839397,XavaCFBP5823_RS05200,XavaCFBP5823_RS05200,XavaCFBP5823_05165,-,-,-,FAD/NAD(P)-binding protein,protein-coding,-,-,-,FAD/NAD(P)-binding protein,20201229,-
325777,61839398,XavaCFBP5823_RS05205,XavaCFBP5823_RS05205,XavaCFBP5823_05170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201229,-
325777,61839399,cls,XavaCFBP5823_RS05210,XavaCFBP5823_05175,-,-,-,cardiolipin synthase,protein-coding,-,-,-,cardiolipin synthase,20201229,-
325777,61839400,XavaCFBP5823_RS05215,XavaCFBP5823_RS05215,XavaCFBP5823_05180,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201229,-
325777,61839401,XavaCFBP5823_RS05220,XavaCFBP5823_RS05220,XavaCFBP5823_05185,-,-,-,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase,protein-coding,-,-,-,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase,20201229,-
325777,61839402,XavaCFBP5823_RS05225,XavaCFBP5823_RS05225,XavaCFBP5823_05190,-,-,-,4-oxalomesaconate tautomerase,protein-coding,-,-,-,4-oxalomesaconate tautomerase,20201229,-
325777,61839403,XavaCFBP5823_RS05235,XavaCFBP5823_RS05235,XavaCFBP5823_05200,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20201229,-
325777,61839404,rpmG,XavaCFBP5823_RS05240,XavaCFBP5823_05205,-,-,-,50S ribosomal protein L33,protein-coding,-,-,-,50S ribosomal protein L33,20201230,-
325777,61839405,rpmB,XavaCFBP5823_RS05245,XavaCFBP5823_05210,-,-,-,50S ribosomal protein L28,protein-coding,-,-,-,50S ribosomal protein L28,20201230,-
325777,61839406,XavaCFBP5823_RS05250,XavaCFBP5823_RS05250,XavaCFBP5823_05215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839407,XavaCFBP5823_RS05255,XavaCFBP5823_RS05255,XavaCFBP5823_05220,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839408,XavaCFBP5823_RS05260,XavaCFBP5823_RS05260,XavaCFBP5823_05225,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839409,XavaCFBP5823_RS05270,XavaCFBP5823_RS05270,XavaCFBP5823_05235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839410,XavaCFBP5823_RS05275,XavaCFBP5823_RS05275,XavaCFBP5823_05240,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839411,rsmG,XavaCFBP5823_RS05280,XavaCFBP5823_05245,-,-,-,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,protein-coding,-,-,-,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,20201229,-
325777,61839412,XavaCFBP5823_RS05285,XavaCFBP5823_RS05285,XavaCFBP5823_05250,-,-,-,alkaline phosphatase D family protein,protein-coding,-,-,-,alkaline phosphatase D family protein,20201229,-
325777,61839413,XavaCFBP5823_RS05290,XavaCFBP5823_RS05290,XavaCFBP5823_05255,-,-,-,alkaline phosphatase D family protein,protein-coding,-,-,-,alkaline phosphatase D family protein,20201229,-
325777,61839414,XavaCFBP5823_RS05295,XavaCFBP5823_RS05295,XavaCFBP5823_05260,-,-,-,4'-phosphopantetheinyl transferase superfamily protein,protein-coding,-,-,-,4'-phosphopantetheinyl transferase superfamily protein,20201229,-
325777,61839415,XavaCFBP5823_RS05300,XavaCFBP5823_RS05300,XavaCFBP5823_05265,-,-,-,GlsB/YeaQ/YmgE family stress response membrane protein,protein-coding,-,-,-,GlsB/YeaQ/YmgE family stress response membrane protein,20201230,-
325777,61839416,XavaCFBP5823_RS05305,XavaCFBP5823_RS05305,XavaCFBP5823_05270,-,-,-,GFA family protein,protein-coding,-,-,-,GFA family protein,20201229,-
325777,61839417,xth,XavaCFBP5823_RS05310,XavaCFBP5823_05275,-,-,-,exodeoxyribonuclease III,protein-coding,-,-,-,exodeoxyribonuclease III,20201229,-
325777,61839418,XavaCFBP5823_RS05320,XavaCFBP5823_RS05320,XavaCFBP5823_05285,-,-,-,cation acetate symporter,protein-coding,-,-,-,cation acetate symporter,20201229,-
325777,61839419,XavaCFBP5823_RS05325,XavaCFBP5823_RS05325,XavaCFBP5823_05290,-,-,-,DUF485 domain-containing protein,protein-coding,-,-,-,DUF485 domain-containing protein,20201229,-
325777,61839420,XavaCFBP5823_RS05330,XavaCFBP5823_RS05330,XavaCFBP5823_05295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839421,acs,XavaCFBP5823_RS05335,XavaCFBP5823_05300,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20201229,-
325777,61839422,XavaCFBP5823_RS05340,XavaCFBP5823_RS05340,XavaCFBP5823_05305,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20201229,-
325777,61839423,XavaCFBP5823_RS05345,XavaCFBP5823_RS05345,XavaCFBP5823_05310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839424,XavaCFBP5823_RS05350,XavaCFBP5823_RS05350,XavaCFBP5823_05315,-,-,-,TlpA family protein disulfide reductase,protein-coding,-,-,-,TlpA family protein disulfide reductase,20210123,-
325777,61839425,XavaCFBP5823_RS05355,XavaCFBP5823_RS05355,XavaCFBP5823_05320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839426,XavaCFBP5823_RS05360,XavaCFBP5823_RS05360,XavaCFBP5823_05325,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839427,XavaCFBP5823_RS05365,XavaCFBP5823_RS05365,XavaCFBP5823_05335,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839428,XavaCFBP5823_RS05370,XavaCFBP5823_RS05370,XavaCFBP5823_05340,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839429,XavaCFBP5823_RS05380,XavaCFBP5823_RS05380,XavaCFBP5823_05350,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20201229,-
325777,61839430,XavaCFBP5823_RS05385,XavaCFBP5823_RS05385,XavaCFBP5823_05355,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839431,XavaCFBP5823_RS05390,XavaCFBP5823_RS05390,XavaCFBP5823_05360,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839432,fucP,XavaCFBP5823_RS05395,XavaCFBP5823_05365,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839433,XavaCFBP5823_RS05400,XavaCFBP5823_RS05400,XavaCFBP5823_05370,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201229,-
325777,61839434,XavaCFBP5823_RS05405,XavaCFBP5823_RS05405,XavaCFBP5823_05375,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201227,-
325777,61839435,XavaCFBP5823_RS05410,XavaCFBP5823_RS05410,XavaCFBP5823_05380,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839436,XavaCFBP5823_RS05415,XavaCFBP5823_RS05415,XavaCFBP5823_05385,-,-,-,manganese efflux pump MntP family protein,protein-coding,-,-,-,manganese efflux pump MntP family protein,20201229,-
325777,61839437,XavaCFBP5823_RS05420,XavaCFBP5823_RS05420,XavaCFBP5823_05390,-,-,-,hybrid sensor histidine kinase/response regulator,protein-coding,-,-,-,hybrid sensor histidine kinase/response regulator,20201229,-
325777,61839438,XavaCFBP5823_RS05430,XavaCFBP5823_RS05430,XavaCFBP5823_05400,-,-,-,pseudo,pseudo,-,-,-,-,20201227,-
325777,61839439,XavaCFBP5823_RS05435,XavaCFBP5823_RS05435,XavaCFBP5823_05405,-,-,-,NdvB protein,protein-coding,-,-,-,NdvB protein,20201229,-
325777,61839440,XavaCFBP5823_RS05440,XavaCFBP5823_RS05440,XavaCFBP5823_05410,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201229,-
325777,61839441,XavaCFBP5823_RS05445,XavaCFBP5823_RS05445,XavaCFBP5823_05415,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201229,-
325777,61839442,XavaCFBP5823_RS05455,XavaCFBP5823_RS05455,XavaCFBP5823_05425,-,-,-,PQQ-binding-like beta-propeller repeat protein,protein-coding,-,-,-,PQQ-binding-like beta-propeller repeat protein,20201229,-
325777,61839443,XavaCFBP5823_RS05460,XavaCFBP5823_RS05460,XavaCFBP5823_05430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839444,XavaCFBP5823_RS05465,XavaCFBP5823_RS05465,XavaCFBP5823_05435,-,-,-,type II 3-dehydroquinate dehydratase,protein-coding,-,-,-,type II 3-dehydroquinate dehydratase,20201227,-
325777,61839445,XavaCFBP5823_RS05470,XavaCFBP5823_RS05470,XavaCFBP5823_05440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839446,XavaCFBP5823_RS05480,XavaCFBP5823_RS05480,XavaCFBP5823_05450,-,-,-,molecular chaperone HscC,protein-coding,-,-,-,molecular chaperone HscC,20201229,-
325777,61839447,XavaCFBP5823_RS05490,XavaCFBP5823_RS05490,XavaCFBP5823_05455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
325777,61839448,XavaCFBP5823_RS05495,XavaCFBP5823_RS05495,XavaCFBP5823_05460,-,-,-,translocation/assembly module TamB,protein-coding,-,-,-,translocation/assembly module TamB,20201229,-
325777,61839449,XavaCFBP5823_RS05500,XavaCFBP5823_RS05500,XavaCFBP5823_05465,-,-,-,outer membrane protein assembly factor,protein-coding,-,-,-,outer membrane protein assembly factor,20201229,-
325777,61839450,XavaCFBP5823_RS05505,XavaCFBP5823_RS05505,XavaCFBP5823_05470,-,-,-,TonB-dependent receptor,protein-coding,-,-,-,TonB-dependent receptor,20201229,-
325777,61839451,XavaCFBP5823_RS05510,XavaCFBP5823_RS05510,XavaCFBP5823_05475,-,-,-,sulfotransferase family protein,protein-coding,-,-,-,sulfotransferase family protein,20201229,-
325777,61839452,XavaCFBP5823_RS05515,XavaCFBP5823_RS05515,XavaCFBP5823_05480,-,-,-,glycine--tRNA ligase subunit beta,protein-coding,-,-,-,glycine--tRNA ligase subunit beta,20201229,-
