#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2500761,65118137,KNU35_gp002,KNU35_gp002,vBEcoM005_002,-,-,-,fiber attachment catalyst,protein-coding,-,-,-,fiber attachment catalyst,20210607,-
2500761,65118311,KNU35_gp171,KNU35_gp171,vBEcoM005_173,-,-,-,sliding clamp DNA polymerase accessory protein,protein-coding,-,-,-,sliding clamp DNA polymerase accessory protein,20210607,-
2500761,65118312,KNU35_gp170,KNU35_gp170,vBEcoM005_174,-,-,-,clamp loader subunit DNA polymerase,protein-coding,-,-,-,clamp loader subunit DNA polymerase,20210607,-
2500761,65118313,KNU35_gp169,KNU35_gp169,vBEcoM005_175,-,-,-,clamp loader subunit DNA polymerase,protein-coding,-,-,-,clamp loader subunit DNA polymerase,20210609,-
2500761,65118314,KNU35_gp168,KNU35_gp168,vBEcoM005_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118315,KNU35_gp167,KNU35_gp167,vBEcoM005_177,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210607,-
2500761,65118316,KNU35_gp166,KNU35_gp166,vBEcoM005_178,-,-,-,imm protein,protein-coding,-,-,-,imm protein,20210607,-
2500761,65118317,KNU35_gp165,KNU35_gp165,vBEcoM005_179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118318,KNU35_gp164,KNU35_gp164,vBEcoM005_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118319,KNU35_gp163,KNU35_gp163,vBEcoM005_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118320,KNU35_gp162,KNU35_gp162,vBEcoM005_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118321,KNU35_gp161,KNU35_gp161,vBEcoM005_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118322,KNU35_gp160,KNU35_gp160,vBEcoM005_184,-,-,-,RNA polymerase binding protein,protein-coding,-,-,-,RNA polymerase binding protein,20210607,-
2500761,65118323,KNU35_gp159,KNU35_gp159,vBEcoM005_185,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20210609,-
2500761,65118324,KNU35_gp158,KNU35_gp158,vBEcoM005_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118325,KNU35_gp157,KNU35_gp157,vBEcoM005_187,-,-,-,DNA primase-helicase subunit,protein-coding,-,-,-,DNA primase-helicase subunit,20210607,-
2500761,65118326,KNU35_gp156,KNU35_gp156,vBEcoM005_188,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
2500761,65118327,KNU35_gp155,KNU35_gp155,vBEcoM005_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118328,KNU35_gp154,KNU35_gp154,vBEcoM005_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118329,KNU35_gp153,KNU35_gp153,vBEcoM005_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118330,KNU35_gp152,KNU35_gp152,vBEcoM005_192,-,-,-,superinfection immunity protein,protein-coding,-,-,-,superinfection immunity protein,20210607,-
2500761,65118331,KNU35_gp151,KNU35_gp151,vBEcoM005_193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118332,KNU35_gp150,KNU35_gp150,vBEcoM005_194,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20210607,-
2500761,65118333,KNU35_gp149,KNU35_gp149,vBEcoM005_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118334,KNU35_gp148,KNU35_gp148,vBEcoM005_196,-,-,-,putative site-specific intron-like DNA endonuclease,protein-coding,-,-,-,putative site-specific intron-like DNA endonuclease,20210607,-
2500761,65118335,KNU35_gp147,KNU35_gp147,vBEcoM005_197,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20210607,-
2500761,65118336,KNU35_gp146,KNU35_gp146,vBEcoM005_198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118337,KNU35_gp145,KNU35_gp145,vBEcoM005_199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118338,KNU35_gp144,KNU35_gp144,vBEcoM005_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118339,KNU35_gp143,KNU35_gp143,vBEcoM005_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118340,KNU35_gp142,KNU35_gp142,vBEcoM005_202,-,-,-,homing endonuclease,protein-coding,-,-,-,homing endonuclease,20210607,-
2500761,65118341,KNU35_gp141,KNU35_gp141,vBEcoM005_203,-,-,-,small outer capsid protein,protein-coding,-,-,-,small outer capsid protein,20210607,-
2500761,65118342,KNU35_gp140,KNU35_gp140,vBEcoM005_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118343,KNU35_gp139,KNU35_gp139,vBEcoM005_205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118344,KNU35_gp138,KNU35_gp138,vBEcoM005_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118345,KNU35_gp137,KNU35_gp137,vBEcoM005_207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118346,KNU35_gp136,KNU35_gp136,vBEcoM005_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118347,KNU35_gp135,KNU35_gp135,vBEcoM005_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118348,KNU35_gp134,KNU35_gp134,vBEcoM005_210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118349,KNU35_gp133,KNU35_gp133,vBEcoM005_211,-,-,-,anti-sigma factor,protein-coding,-,-,-,anti-sigma factor,20210607,-
2500761,65118350,KNU35_gp132,KNU35_gp132,vBEcoM005_212,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
2500761,65118351,KNU35_gp131,KNU35_gp131,vBEcoM005_213,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
2500761,65118352,KNU35_gp130,KNU35_gp130,vBEcoM005_214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118353,KNU35_gp129,KNU35_gp129,vBEcoM005_215,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210607,-
2500761,65118354,KNU35_gp128,KNU35_gp128,vBEcoM005_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118355,KNU35_gp127,KNU35_gp127,vBEcoM005_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118356,KNU35_gp126,KNU35_gp126,vBEcoM005_218,-,-,-,modifier of transcription,protein-coding,-,-,-,modifier of transcription,20210607,-
2500761,65118357,KNU35_gp125,KNU35_gp125,vBEcoM005_219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118358,KNU35_gp124,KNU35_gp124,vBEcoM005_220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118359,KNU35_gp123,KNU35_gp123,vBEcoM005_221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118360,KNU35_gp122,KNU35_gp122,vBEcoM005_222,-,-,-,topoisomerase II large subunit,protein-coding,-,-,-,topoisomerase II large subunit,20210607,-
2500761,65118361,KNU35_gp121,KNU35_gp121,vBEcoM005_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118362,KNU35_gp120,KNU35_gp120,vBEcoM005_224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118363,KNU35_gp119,KNU35_gp119,vBEcoM005_225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118364,KNU35_gp118,KNU35_gp118,vBEcoM005_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118365,KNU35_gp117,KNU35_gp117,vBEcoM005_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118366,KNU35_gp116,KNU35_gp116,vBEcoM005_228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118367,KNU35_gp115,KNU35_gp115,vBEcoM005_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118368,KNU35_gp114,KNU35_gp114,vBEcoM005_230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118369,KNU35_gp113,KNU35_gp113,vBEcoM005_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118370,KNU35_gp112,KNU35_gp112,vBEcoM005_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118371,KNU35_gp111,KNU35_gp111,vBEcoM005_233,-,-,-,nucleoid disruption protein,protein-coding,-,-,-,nucleoid disruption protein,20210607,-
2500761,65118372,KNU35_gp110,KNU35_gp110,vBEcoM005_234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118373,KNU35_gp109,KNU35_gp109,vBEcoM005_235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118374,KNU35_gp108,KNU35_gp108,vBEcoM005_236,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118375,KNU35_gp107,KNU35_gp107,vBEcoM005_237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118376,KNU35_gp106,KNU35_gp106,vBEcoM005_238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118377,KNU35_gp105,KNU35_gp105,vBEcoM005_239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118378,KNU35_gp104,KNU35_gp104,vBEcoM005_240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118379,KNU35_gp103,KNU35_gp103,vBEcoM005_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118380,KNU35_gp102,KNU35_gp102,vBEcoM005_242,-,-,-,anti-sigma 70 protein,protein-coding,-,-,-,anti-sigma 70 protein,20210607,-
2500761,65118381,KNU35_gp101,KNU35_gp101,vBEcoM005_243,-,-,-,T-like holin lysis mediator,protein-coding,-,-,-,T-like holin lysis mediator,20210607,-
2500761,65118382,KNU35_gp100,KNU35_gp100,vBEcoM005_244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118383,KNU35_gp099,KNU35_gp099,vBEcoM005_245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2500761,65118384,KNU35_gp098,KNU35_gp098,vBEcoM005_246,-,-,-,distal long tail fiber assembly catalyst,protein-coding,-,-,-,distal long tail fiber assembly catalyst,20210607,-
2500761,65118385,KNU35_gp097,KNU35_gp097,vBEcoM005_247,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
2500761,65118386,KNU35_gp096,KNU35_gp096,vBEcoM005_248,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
2500761,65118387,KNU35_gp095,KNU35_gp095,vBEcoM005_249,-,-,-,hinge connector of long tail fiber distal connector,protein-coding,-,-,-,hinge connector of long tail fiber distal connector,20210607,-
2500761,65118388,KNU35_gp094,KNU35_gp094,vBEcoM005_250,-,-,-,long tail fiber proximal connector,protein-coding,-,-,-,long tail fiber proximal connector,20210607,-
2500761,65243008,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
